"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Henry",2021-01-10,"Henry",9385,2579,2299,29,29,0,251,0.27480021310602
"Howard",2021-01-10,"Howard",3671,795,614,18,14,4,163,0.216562244619995
"Humboldt",2021-01-10,"Humboldt",4035,1019,858,18,15,3,143,0.252540272614622
"Ida",2021-01-10,"Ida",2719,724,634,30,29,1,60,0.266274365575579
"Iowa",2021-01-10,"Iowa",6803,1193,1045,22,21,1,126,0.175363810083787
"Jackson",2021-01-10,"Jackson",7517,1856,1664,31,30,1,161,0.246907010775575
"Jasper",2021-01-10,"Jasper",14893,3049,2522,55,53,2,472,0.204727052977909
"Jefferson",2021-01-10,"Jefferson",6334,1155,847,23,21,2,285,0.182349226397221
"Johnson",2021-01-10,"Johnson",66810,11673,10286,49,45,4,1338,0.174719353390211
"Jones",2021-01-10,"Jones",8380,2665,2463,49,48,1,153,0.318019093078759
"Keokuk",2021-01-10,"Keokuk",3434,828,726,25,25,0,77,0.241118229470006
"Kossuth",2021-01-10,"Kossuth",6524,1633,1413,35,34,1,185,0.250306560392397
"Lee",2021-01-10,"Lee",13347,3056,2556,28,23,5,472,0.228965310556679
"Linn",2021-01-10,"Linn",97918,17302,15437,264,244,20,1601,0.176698870483466
"Louisa",2021-01-10,"Louisa",4603,1121,942,26,22,4,153,0.243536823810558
"Lucas",2021-01-10,"Lucas",3167,635,396,8,8,0,231,0.200505209977897
"Lyon",2021-01-10,"Lyon",3889,1311,1142,30,27,3,139,0.337104654152738
"Madison",2021-01-10,"Madison",6182,1094,831,9,8,1,254,0.176965383371077
"Mahaska",2021-01-10,"Mahaska",8730,1847,1443,35,32,3,369,0.211569301260023
"Marion",2021-01-10,"Marion",12871,2908,2313,51,44,7,544,0.225934270841426
"Marshall",2021-01-10,"Marshall",17395,4189,3794,59,55,4,336,0.240816326530612
"Mills",2021-01-10,"Mills",6733,1337,1189,15,14,1,133,0.198574186840933
"Mitchell",2021-01-10,"Mitchell",4781,1116,902,33,33,0,181,0.233423969880778
"Monona",2021-01-10,"Monona",3148,594,505,16,15,1,73,0.18869123252859
"Monroe",2021-01-10,"Monroe",2791,769,503,18,16,2,248,0.275528484414188
"Montgomery",2021-01-10,"Montgomery",3629,813,611,22,21,1,180,0.224028658032516
"Muscatine",2021-01-10,"Muscatine",18030,3745,3240,75,68,7,430,0.207709373266778
"O'Brien",2021-01-10,"O'Brien",5692,1658,1457,54,50,4,147,0.291286015460295
"Osceola",2021-01-10,"Osceola",2077,628,588,9,7,2,31,0.302359171882523
"Page",2021-01-10,"Page",5181,1419,1287,14,13,1,118,0.273885350318471
"Palo Alto",2021-01-10,"Palo Alto",3814,877,747,9,9,0,121,0.229942317776612
"Pending Investigation",2021-01-10,"Pending Investigation",9710,845,411,0,0,0,434,0.0870236869207003
"Plymouth",2021-01-10,"Plymouth",11537,3453,3083,65,59,6,305,0.299297911068735
"Pocahontas",2021-01-10,"Pocahontas",3054,762,635,11,11,0,116,0.24950884086444
"Polk",2021-01-10,"Polk",226760,43802,37501,424,383,41,5877,0.19316457929088
"Pottawattamie",2021-01-10,"Pottawattamie",40670,8720,7441,104,93,11,1175,0.214408655028276
"Poweshiek",2021-01-10,"Poweshiek",7089,1281,1093,24,22,2,164,0.180702496826069
"Ringgold",2021-01-10,"Ringgold",1991,402,319,9,8,1,74,0.20190858864892
"Sac",2021-01-10,"Sac",4545,1080,969,14,14,0,97,0.237623762376238
"Scott",2021-01-10,"Scott",72401,14959,12920,154,146,8,1885,0.206613168326404
"Shelby",2021-01-10,"Shelby",4411,990,845,26,26,0,119,0.224438902743142
"Sioux",2021-01-10,"Sioux",13614,4471,4040,48,47,1,383,0.328411928896724
"Story",2021-01-10,"Story",46912,8391,7485,32,28,4,874,0.178866814461119
"Tama",2021-01-10,"Tama",7131,1827,1590,57,55,2,180,0.256205300799327
"Taylor",2021-01-10,"Taylor",2172,580,497,9,7,2,74,0.267034990791897
"Union",2021-01-10,"Union",5658,1062,932,19,19,0,111,0.187698833510074
"Van Buren",2021-01-10,"Van Buren",2259,479,415,12,11,1,52,0.212040725984949
"Wapello",2021-01-10,"Wapello",14102,3291,2792,93,91,2,406,0.233371153027939
"Warren",2021-01-10,"Warren",23029,4124,3298,37,35,2,789,0.179078553128664
"Washington",2021-01-10,"Washington",9923,2069,1621,29,28,1,419,0.208505492290638
"Wayne",2021-01-10,"Wayne",1885,411,329,21,17,4,61,0.218037135278515
"Webster",2021-01-10,"Webster",18873,4585,4058,67,60,7,460,0.242939649234356
"Winnebago",2021-01-10,"Winnebago",5130,1150,1012,29,24,5,109,0.224171539961014
"Winneshiek",2021-01-10,"Winneshiek",8239,1471,1195,19,17,2,257,0.178541085083141
"Woodbury",2021-01-10,"Woodbury",50915,12730,11385,173,160,13,1172,0.250024550721791
"Worth",2021-01-10,"Worth",3089,574,435,3,2,1,136,0.185820653933312
"Wright",2021-01-10,"Wright",6926,1585,1412,22,20,2,151,0.228847819809414
"Total",2021-01-10,"Totals",1394802,296443,255597,4127,3780,347,36719,0.212534108783899
