"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Clinton",2021-01-19,"Clinton",18872,4495,3956,61,55,6,478,0.238183552352692
"Crawford",2021-01-19,"Crawford",7732,2300,2031,22,19,3,247,0.297465080186239
"Dallas",2021-01-19,"Dallas",45880,8858,7541,71,60,11,1246,0.19306887532694
"Davis",2021-01-19,"Davis",2765,691,606,21,20,1,64,0.249909584086799
"Decatur",2021-01-19,"Decatur",2919,482,400,4,4,0,78,0.165125042822885
"Delaware",2021-01-19,"Delaware",6854,1732,1568,36,32,4,128,0.252699153778815
"Des Moines",2021-01-19,"Des Moines",18162,3810,3387,41,37,4,382,0.209778658738024
"Dickinson",2021-01-19,"Dickinson",9022,1852,1649,26,24,2,177,0.205275992019508
"Dubuque",2021-01-19,"Dubuque",50064,11351,10217,150,141,9,984,0.226729785874081
"Emmet",2021-01-19,"Emmet",4394,1104,945,31,30,1,128,0.251251706873009
"Fayette",2021-01-19,"Fayette",7825,1611,1286,22,20,2,303,0.205878594249201
"Floyd",2021-01-19,"Floyd",6655,1388,1223,36,28,8,129,0.208564988730278
"Franklin",2021-01-19,"Franklin",4428,1017,839,18,17,1,160,0.229674796747967
"Fremont",2021-01-19,"Fremont",2323,508,448,6,4,2,54,0.218682737839001
"Greene",2021-01-19,"Greene",3626,691,628,7,7,0,56,0.190568119139548
"Grundy",2021-01-19,"Grundy",4925,1205,1021,26,21,5,158,0.244670050761421
"Guthrie",2021-01-19,"Guthrie",4870,1031,892,24,19,5,115,0.21170431211499
"Hamilton",2021-01-19,"Hamilton",6459,1590,1403,29,28,1,158,0.246168137482582
"Hancock",2021-01-19,"Hancock",5094,1298,1113,24,19,5,161,0.254809579897919
"Hardin",2021-01-19,"Hardin",7149,1544,1402,29,26,3,113,0.215974262134564
"Harrison",2021-01-19,"Harrison",5665,1548,1341,62,58,4,145,0.273256840247131
"Henry",2021-01-19,"Henry",9563,2638,2402,30,30,0,206,0.275854857262365
"Howard",2021-01-19,"Howard",3756,831,654,19,15,4,158,0.221246006389776
"Humboldt",2021-01-19,"Humboldt",4135,1054,909,19,16,3,126,0.254897218863362
"Ida",2021-01-19,"Ida",2777,742,667,30,29,1,45,0.267194814548073
"Iowa",2021-01-19,"Iowa",6981,1246,1097,22,21,1,127,0.178484457814067
"Jackson",2021-01-19,"Jackson",7725,1917,1715,31,30,1,171,0.248155339805825
"Jasper",2021-01-19,"Jasper",15308,3212,2737,58,56,2,417,0.209824928142148
"Jefferson",2021-01-19,"Jefferson",6509,1201,939,24,21,3,238,0.184513750192042
"Johnson",2021-01-19,"Johnson",68539,12085,10613,49,45,4,1423,0.176322969404281
"Jones",2021-01-19,"Jones",8588,2706,2538,49,48,1,119,0.315090824406148
"Keokuk",2021-01-19,"Keokuk",3530,849,758,26,26,0,65,0.240509915014164
"Kossuth",2021-01-19,"Kossuth",6683,1724,1508,43,40,3,173,0.257967978452791
"Lee",2021-01-19,"Lee",13654,3159,2744,30,25,5,385,0.231360773399736
"Linn",2021-01-19,"Linn",100066,17744,15961,274,251,23,1509,0.177322966841884
"Louisa",2021-01-19,"Louisa",4718,1147,996,30,25,5,121,0.24311148791861
"Lucas",2021-01-19,"Lucas",3239,648,490,8,8,0,150,0.200061747452918
"Lyon",2021-01-19,"Lyon",3995,1349,1191,32,29,3,126,0.337672090112641
"Madison",2021-01-19,"Madison",6430,1199,897,9,8,1,293,0.18646967340591
"Mahaska",2021-01-19,"Mahaska",8956,1921,1572,36,33,3,313,0.214493077266637
"Marion",2021-01-19,"Marion",13232,3038,2537,52,45,7,449,0.22959492140266
"Marshall",2021-01-19,"Marshall",17837,4265,3922,61,56,5,282,0.239109715759377
"Mills",2021-01-19,"Mills",6849,1362,1234,16,15,1,112,0.19886114761279
"Mitchell",2021-01-19,"Mitchell",4861,1161,968,34,34,0,159,0.238839744908455
"Monona",2021-01-19,"Monona",3239,640,527,16,15,1,97,0.197591849336215
"Monroe",2021-01-19,"Monroe",2883,809,585,18,16,2,206,0.280610475199445
"Montgomery",2021-01-19,"Montgomery",3729,848,682,22,21,1,144,0.227406811477608
"Muscatine",2021-01-19,"Muscatine",18468,3889,3383,77,70,7,429,0.21058046350444
"O'Brien",2021-01-19,"O'Brien",5814,1692,1520,54,50,4,118,0.291021671826625
"Osceola",2021-01-19,"Osceola",2125,638,599,9,7,2,30,0.300235294117647
"Page",2021-01-19,"Page",5277,1442,1327,15,14,1,100,0.273261322721243
"Palo Alto",2021-01-19,"Palo Alto",3881,904,784,9,9,0,111,0.232929657304818
"Pending Investigation",2021-01-19,"Pending Investigation",8499,925,567,0,0,0,358,0.108836333686316
"Plymouth",2021-01-19,"Plymouth",11717,3498,3233,68,62,6,197,0.298540582060254
"Pocahontas",2021-01-19,"Pocahontas",3098,776,670,11,11,0,95,0.250484183344093
"Polk",2021-01-19,"Polk",232521,45604,39601,448,405,43,5555,0.196128521724919
"Pottawattamie",2021-01-19,"Pottawattamie",41399,8959,7901,112,99,13,946,0.216406193386314
"Poweshiek",2021-01-19,"Poweshiek",7268,1325,1143,24,22,2,158,0.182305998899285
"Ringgold",2021-01-19,"Ringgold",2038,433,343,9,8,1,81,0.212463199214917
"Sac",2021-01-19,"Sac",4650,1109,1007,15,15,0,87,0.238494623655914
"Scott",2021-01-19,"Scott",73922,15418,13572,163,153,10,1683,0.208571196666757
"Shelby",2021-01-19,"Shelby",4536,1022,897,26,26,0,99,0.225308641975309
"Sioux",2021-01-19,"Sioux",13866,4544,4194,56,54,2,294,0.327708062887639
"Story",2021-01-19,"Story",48172,8658,7800,34,30,4,824,0.179730964045504
"Tama",2021-01-19,"Tama",7278,1866,1664,57,55,2,145,0.25638911788953
"Taylor",2021-01-19,"Taylor",2216,591,525,9,7,2,57,0.266696750902527
"Union",2021-01-19,"Union",5778,1082,982,22,21,1,78,0.187262028383524
"Van Buren",2021-01-19,"Van Buren",2314,496,437,12,11,1,47,0.214347450302506
"Wapello",2021-01-19,"Wapello",14613,3429,2927,98,96,2,404,0.234654075138575
"Warren",2021-01-19,"Warren",23573,4413,3553,38,36,2,822,0.187205701438086
"Washington",2021-01-19,"Washington",10203,2170,1764,31,30,1,375,0.212682544349701
"Wayne",2021-01-19,"Wayne",1919,414,345,21,17,4,48,0.215737363210005
"Webster",2021-01-19,"Webster",19219,4683,4263,71,63,8,349,0.24366512305531
"Winnebago",2021-01-19,"Winnebago",5243,1188,1062,29,24,5,97,0.22658783139424
"Winneshiek",2021-01-19,"Winneshiek",8461,1553,1306,19,17,2,228,0.183548043966434
"Woodbury",2021-01-19,"Woodbury",51825,12972,11823,175,162,13,974,0.250303907380608
"Worth",2021-01-19,"Worth",3167,606,486,3,2,1,117,0.191348279128513
"Wright",2021-01-19,"Wright",7046,1636,1477,24,22,2,135,0.232188475730911
"Total",2021-01-19,"Totals",1426214,306238,268887,4324,3951,373,33027,0.214720932482783
