"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"92","Warren",37065,8652,7935,107,610,0.23342776203966,2021-12-01
"93","Washington",17112,3957,3706,64,187,0.231241234221599,2021-12-01
"94","Wayne",3488,861,769,25,67,0.246846330275229,2021-12-01
"95","Webster",26908,7429,6982,124,323,0.276088895495763,2021-12-01
"96","Winnebago",8354,2225,1932,39,254,0.266339478094326,2021-12-01
"97","Winneshiek",13323,2680,2368,44,268,0.20115589581926,2021-12-01
"98","Woodbury",75902,20748,19571,263,914,0.273352480830545,2021-12-01
"99","Worth",5159,1230,1125,9,96,0.238418298119791,2021-12-01
"100","Wright",9821,2704,2499,50,155,0.275328377965584,2021-12-01
"101","Totals",2199477,529383,486466,7445,35472,0.240685853955281,2021-11-30
