"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Fayette",2021-02-18,"Fayette",8504,1756,1617,32,29,3,107,0.206491063029163
"Floyd",2021-02-18,"Floyd",7161,1462,1371,38,30,8,53,0.204161429967882
"Franklin",2021-02-18,"Franklin",4844,1082,1011,19,18,1,52,0.2233691164327
"Fremont",2021-02-18,"Fremont",2463,545,520,9,7,2,16,0.221274868047097
"Greene",2021-02-18,"Greene",3814,722,692,10,10,0,20,0.18930256948086
"Grundy",2021-02-18,"Grundy",5361,1289,1198,30,25,5,61,0.240440216377542
"Guthrie",2021-02-18,"Guthrie",5170,1073,1015,28,23,5,30,0.207543520309478
"Hamilton",2021-02-18,"Hamilton",7022,1713,1576,40,39,1,97,0.243947593278268
"Hancock",2021-02-18,"Hancock",5563,1362,1287,28,23,5,47,0.244831925220205
"Hardin",2021-02-18,"Hardin",7713,1656,1533,35,31,4,88,0.214702450408401
"Harrison",2021-02-18,"Harrison",6013,1650,1509,68,64,4,73,0.27440545484783
"Henry",2021-02-18,"Henry",10170,2773,2636,35,35,0,102,0.272664700098328
"Howard",2021-02-18,"Howard",4164,968,831,20,16,4,117,0.232468780019212
"Humboldt",2021-02-18,"Humboldt",4401,1116,1036,23,20,3,57,0.253578732106339
"Ida",2021-02-18,"Ida",3024,802,723,32,30,2,47,0.26521164021164
"Iowa",2021-02-18,"Iowa",7492,1360,1251,23,21,2,86,0.181526962092899
"Jackson",2021-02-18,"Jackson",8332,2074,1913,37,34,3,124,0.248919827172348
"Jasper",2021-02-18,"Jasper",16612,3661,3266,65,61,4,330,0.220382855766915
"Jefferson",2021-02-18,"Jefferson",7141,1267,1200,32,27,5,35,0.177426130794006
"Johnson",2021-02-18,"Johnson",73086,12886,12100,72,67,5,714,0.176312836931834
"Jones",2021-02-18,"Jones",9170,2833,2684,54,50,4,95,0.308942202835333
"Keokuk",2021-02-18,"Keokuk",3834,903,839,29,29,0,35,0.235524256651017
"Kossuth",2021-02-18,"Kossuth",7252,1938,1764,54,47,7,120,0.267236624379482
"Lee",2021-02-18,"Lee",14684,3475,3184,51,38,13,240,0.236652138381912
"Linn",2021-02-18,"Linn",107271,19182,17647,305,278,27,1230,0.178818133512319
"Louisa",2021-02-18,"Louisa",5030,1200,1122,41,34,7,37,0.238568588469185
"Lucas",2021-02-18,"Lucas",3504,692,645,19,16,3,28,0.197488584474886
"Lyon",2021-02-18,"Lyon",4265,1435,1342,41,37,4,52,0.336459554513482
"Madison",2021-02-18,"Madison",7032,1377,1213,17,13,4,147,0.195819112627986
"Mahaska",2021-02-18,"Mahaska",9647,2117,1926,44,39,5,147,0.21944646003939
"Marion",2021-02-18,"Marion",14503,3344,3040,66,58,8,238,0.230572984899676
"Marshall",2021-02-18,"Marshall",19638,4560,4242,70,63,7,248,0.23220287198289
"Mills",2021-02-18,"Mills",7187,1460,1367,20,17,3,73,0.203144566578545
"Mitchell",2021-02-18,"Mitchell",5115,1189,1138,40,38,2,11,0.232453567937439
"Monona",2021-02-18,"Monona",3475,756,686,25,24,1,45,0.217553956834532
"Monroe",2021-02-18,"Monroe",3128,873,797,27,21,6,49,0.279092071611253
"Montgomery",2021-02-18,"Montgomery",4113,954,851,36,34,2,67,0.231947483588621
"Muscatine",2021-02-18,"Muscatine",19670,4127,3847,87,78,9,193,0.209811896288765
"O'Brien",2021-02-18,"O'Brien",6162,1773,1655,58,54,4,60,0.287731256085686
"Osceola",2021-02-18,"Osceola",2237,665,634,14,12,2,17,0.297273133661153
"Page",2021-02-18,"Page",5816,1643,1539,17,16,1,87,0.282496561210454
"Palo Alto",2021-02-18,"Palo Alto",4155,987,904,20,18,2,63,0.237545126353791
"Pending Investigation",2021-02-18,"Pending Investigation",6645,888,781,0,0,0,107,0.133634311512415
"Plymouth",2021-02-18,"Plymouth",12377,3625,3453,77,69,8,95,0.292881958471358
"Pocahontas",2021-02-18,"Pocahontas",3234,804,765,18,18,0,21,0.24860853432282
"Polk",2021-02-18,"Polk",251169,50411,45985,533,475,58,3893,0.200705501076964
"Pottawattamie",2021-02-18,"Pottawattamie",43875,9649,8986,140,125,15,523,0.219920227920228
"Poweshiek",2021-02-18,"Poweshiek",8149,1455,1325,29,27,2,101,0.178549515277948
"Ringgold",2021-02-18,"Ringgold",2213,495,448,16,15,1,31,0.223678264798916
"Sac",2021-02-18,"Sac",4920,1160,1099,17,17,0,44,0.235772357723577
"Scott",2021-02-18,"Scott",78825,16823,15543,197,185,12,1083,0.213422137646686
"Shelby",2021-02-18,"Shelby",4937,1133,1010,32,29,3,91,0.229491594085477
"Sioux",2021-02-18,"Sioux",14688,4712,4521,67,64,3,124,0.320806100217865
"Story",2021-02-18,"Story",52247,9343,8718,44,38,6,581,0.178823664516623
"Tama",2021-02-18,"Tama",7874,1983,1839,64,62,2,80,0.251841503683007
"Taylor",2021-02-18,"Taylor",2353,630,592,11,9,2,27,0.26774330641734
"Union",2021-02-18,"Union",6112,1174,1079,31,26,5,64,0.192081151832461
"Van Buren",2021-02-18,"Van Buren",2528,533,485,17,14,3,31,0.210838607594937
"Wapello",2021-02-18,"Wapello",16532,3856,3446,105,102,3,305,0.233244616501331
"Warren",2021-02-18,"Warren",25558,4984,4481,69,64,5,434,0.195007434071524
"Washington",2021-02-18,"Washington",10951,2364,2179,43,40,3,142,0.215870696740024
"Wayne",2021-02-18,"Wayne",2035,443,398,21,17,4,24,0.217690417690418
"Webster",2021-02-18,"Webster",20140,4867,4648,84,71,13,135,0.241658391261172
"Winnebago",2021-02-18,"Winnebago",5693,1275,1185,30,25,5,60,0.223959248199543
"Winneshiek",2021-02-18,"Winneshiek",9286,1778,1568,26,22,4,184,0.191471031660564
"Woodbury",2021-02-18,"Woodbury",54731,13528,12917,208,193,15,403,0.247172534760922
"Worth",2021-02-18,"Worth",3439,649,615,4,3,1,30,0.188717650479791
"Wright",2021-02-18,"Wright",7478,1712,1641,31,26,5,40,0.228938218775074
"Total",2021-02-18,"Totals",1531595,331036,306374,5306,4781,525,19356,0.216138078277874
