"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Fayette",2021-02-07,"Fayette",8306,1722,1506,27,24,3,189,0.207320009631592
"Floyd",2021-02-07,"Floyd",6912,1447,1320,38,30,8,89,0.209346064814815
"Franklin",2021-02-07,"Franklin",4646,1074,962,19,18,1,93,0.231166594920362
"Fremont",2021-02-07,"Fremont",2416,537,484,9,7,2,44,0.22226821192053
"Greene",2021-02-07,"Greene",3725,714,661,8,8,0,45,0.191677852348993
"Grundy",2021-02-07,"Grundy",5242,1259,1161,30,25,5,68,0.24017550553224
"Guthrie",2021-02-07,"Guthrie",5042,1065,983,27,22,5,55,0.21122570408568
"Hamilton",2021-02-07,"Hamilton",6728,1672,1521,38,37,1,113,0.248513674197384
"Hancock",2021-02-07,"Hancock",5325,1352,1237,26,21,5,89,0.253896713615023
"Hardin",2021-02-07,"Hardin",7477,1631,1492,33,30,3,106,0.218135615888725
"Harrison",2021-02-07,"Harrison",5916,1631,1446,67,63,4,118,0.275693035835024
"Henry",2021-02-07,"Henry",9919,2733,2543,33,33,0,157,0.275531807641899
"Howard",2021-02-07,"Howard",4022,942,779,20,16,4,143,0.234211834908006
"Humboldt",2021-02-07,"Humboldt",4312,1099,1002,22,19,3,75,0.25487012987013
"Ida",2021-02-07,"Ida",2931,795,691,31,30,1,73,0.271238485158649
"Iowa",2021-02-07,"Iowa",7298,1336,1186,23,21,2,127,0.183063853110441
"Jackson",2021-02-07,"Jackson",8110,2026,1832,37,34,3,157,0.249815043156597
"Jasper",2021-02-07,"Jasper",15975,3455,3022,64,60,4,369,0.216275430359937
"Jefferson",2021-02-07,"Jefferson",6945,1251,1145,31,27,4,75,0.180129589632829
"Johnson",2021-02-07,"Johnson",71299,12655,11604,65,61,4,986,0.177491970434368
"Jones",2021-02-07,"Jones",8966,2809,2630,53,50,3,126,0.313294668748606
"Keokuk",2021-02-07,"Keokuk",3678,881,807,28,28,0,46,0.239532354540511
"Kossuth",2021-02-07,"Kossuth",7079,1898,1625,52,46,6,221,0.268116965673118
"Lee",2021-02-07,"Lee",14339,3421,3026,46,34,12,349,0.238580096241021
"Linn",2021-02-07,"Linn",104775,18848,17055,300,273,27,1493,0.179890240992603
"Louisa",2021-02-07,"Louisa",4904,1188,1088,40,33,7,60,0.242251223491028
"Lucas",2021-02-07,"Lucas",3400,685,622,17,14,3,46,0.201470588235294
"Lyon",2021-02-07,"Lyon",4176,1410,1295,37,33,4,78,0.33764367816092
"Madison",2021-02-07,"Madison",6818,1336,1103,13,10,3,220,0.195951892050455
"Mahaska",2021-02-07,"Mahaska",9374,2074,1811,43,39,4,220,0.221250266695114
"Marion",2021-02-07,"Marion",13977,3248,2894,63,55,8,291,0.232381770050798
"Marshall",2021-02-07,"Marshall",18957,4473,4141,68,63,5,264,0.235955056179775
"Mills",2021-02-07,"Mills",7070,1428,1324,20,17,3,84,0.201980198019802
"Mitchell",2021-02-07,"Mitchell",4993,1182,1089,39,38,1,54,0.236731423993591
"Monona",2021-02-07,"Monona",3392,736,596,21,20,1,119,0.216981132075472
"Monroe",2021-02-07,"Monroe",3024,855,762,26,21,5,67,0.282738095238095
"Montgomery",2021-02-07,"Montgomery",4018,935,787,34,32,2,114,0.232702837232454
"Muscatine",2021-02-07,"Muscatine",19229,4043,3673,85,76,9,285,0.210255343491601
"O'Brien",2021-02-07,"O'Brien",6042,1752,1612,58,54,4,82,0.289970208540218
"Osceola",2021-02-07,"Osceola",2200,655,618,12,10,2,25,0.297727272727273
"Page",2021-02-07,"Page",5493,1541,1416,17,16,1,108,0.280538867649736
"Palo Alto",2021-02-07,"Palo Alto",4044,958,871,18,17,1,69,0.236894164193867
"Pending Investigation",2021-02-07,"Pending Investigation",8912,1088,792,0,0,0,296,0.122082585278276
"Plymouth",2021-02-07,"Plymouth",12115,3589,3381,74,67,7,134,0.296244325216674
"Pocahontas",2021-02-07,"Pocahontas",3190,799,751,17,17,0,31,0.250470219435737
"Polk",2021-02-07,"Polk",244052,49026,43645,513,457,56,4868,0.200883418287906
"Pottawattamie",2021-02-07,"Pottawattamie",43068,9461,8634,134,120,14,693,0.219675861428439
"Poweshiek",2021-02-07,"Poweshiek",7988,1434,1269,28,26,2,137,0.179519278918378
"Ringgold",2021-02-07,"Ringgold",2159,482,410,16,15,1,56,0.22325150532654
"Sac",2021-02-07,"Sac",4828,1149,1068,17,17,0,64,0.237986743993372
"Scott",2021-02-07,"Scott",77370,16493,14900,189,178,11,1404,0.213170479514024
"Shelby",2021-02-07,"Shelby",4793,1110,964,32,29,3,114,0.231587732109326
"Sioux",2021-02-07,"Sioux",14385,4664,4429,66,63,3,169,0.324226624956552
"Story",2021-02-07,"Story",50166,9163,8406,43,38,5,714,0.182653590080931
"Tama",2021-02-07,"Tama",7695,1963,1778,63,61,2,122,0.255100714749838
"Taylor",2021-02-07,"Taylor",2315,623,577,11,9,2,35,0.269114470842333
"Union",2021-02-07,"Union",6014,1157,1046,30,25,5,81,0.192384436315264
"Van Buren",2021-02-07,"Van Buren",2436,525,468,16,13,3,41,0.21551724137931
"Wapello",2021-02-07,"Wapello",15576,3657,3215,103,101,2,339,0.234784283513097
"Warren",2021-02-07,"Warren",24917,4854,4120,66,62,4,668,0.194806758438014
"Washington",2021-02-07,"Washington",10656,2308,2045,40,38,2,223,0.216591591591592
"Wayne",2021-02-07,"Wayne",1989,431,392,21,17,4,18,0.216691804927099
"Webster",2021-02-07,"Webster",19794,4801,4549,83,70,13,169,0.242548246943518
"Winnebago",2021-02-07,"Winnebago",5506,1260,1129,30,25,5,101,0.228841264075554
"Winneshiek",2021-02-07,"Winneshiek",8989,1696,1450,26,22,4,220,0.188675047280009
"Woodbury",2021-02-07,"Woodbury",53689,13373,12606,202,188,14,565,0.24908267987856
"Worth",2021-02-07,"Worth",3315,635,577,4,3,1,54,0.191553544494721
"Wright",2021-02-07,"Wright",7312,1696,1570,28,24,4,98,0.231947483588621
"Total",2021-02-07,"Totals",1493897,324403,293596,5108,4618,490,25699,0.217152186529593
