"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Decatur",2021-02-14,"Decatur",3231,535,484,8,8,0,43,0.165583410708759
"Delaware",2021-02-14,"Delaware",7245,1837,1687,38,33,5,112,0.253554175293306
"Des Moines",2021-02-14,"Des Moines",19342,4156,3773,55,48,7,328,0.214869196567056
"Dickinson",2021-02-14,"Dickinson",9479,1968,1815,37,31,6,116,0.207616837219116
"Dubuque",2021-02-14,"Dubuque",52527,12122,11166,187,176,11,769,0.230776553010833
"Emmet",2021-02-14,"Emmet",4615,1132,1057,39,37,2,36,0.245287107258938
"Fayette",2021-02-14,"Fayette",8426,1745,1581,31,28,3,133,0.207097080465227
"Floyd",2021-02-14,"Floyd",6990,1461,1349,38,30,8,74,0.209012875536481
"Franklin",2021-02-14,"Franklin",4713,1081,997,19,18,1,65,0.229365584553363
"Fremont",2021-02-14,"Fremont",2435,540,503,9,7,2,28,0.2217659137577
"Greene",2021-02-14,"Greene",3764,717,683,10,10,0,24,0.190488841657811
"Grundy",2021-02-14,"Grundy",5304,1286,1188,30,25,5,68,0.242458521870287
"Guthrie",2021-02-14,"Guthrie",5104,1071,1000,28,23,5,43,0.209835423197492
"Hamilton",2021-02-14,"Hamilton",6835,1703,1553,38,37,1,112,0.2491587417703
"Hancock",2021-02-14,"Hancock",5387,1358,1273,27,22,5,58,0.252088360868758
"Hardin",2021-02-14,"Hardin",7596,1650,1520,34,31,3,96,0.217219589257504
"Harrison",2021-02-14,"Harrison",5985,1646,1483,68,64,4,95,0.275020885547201
"Henry",2021-02-14,"Henry",10059,2764,2612,35,35,0,117,0.274778805050204
"Howard",2021-02-14,"Howard",4090,963,811,20,16,4,132,0.235452322738386
"Humboldt",2021-02-14,"Humboldt",4367,1109,1021,22,19,3,66,0.253950080146554
"Ida",2021-02-14,"Ida",2976,800,707,32,30,2,61,0.268817204301075
"Iowa",2021-02-14,"Iowa",7368,1352,1227,23,21,2,102,0.183496199782845
"Jackson",2021-02-14,"Jackson",8213,2058,1880,37,34,3,141,0.250578351394131
"Jasper",2021-02-14,"Jasper",16272,3564,3154,65,61,4,345,0.219026548672566
"Jefferson",2021-02-14,"Jefferson",7029,1263,1184,31,27,4,48,0.179684165599659
"Johnson",2021-02-14,"Johnson",72114,12813,11967,68,63,5,778,0.177677011398619
"Jones",2021-02-14,"Jones",9090,2823,2652,54,50,4,117,0.310561056105611
"Keokuk",2021-02-14,"Keokuk",3758,899,822,29,29,0,48,0.239222990952634
"Kossuth",2021-02-14,"Kossuth",7169,1922,1702,52,46,6,168,0.26809875854373
"Lee",2021-02-14,"Lee",14559,3456,3117,47,35,12,292,0.237378940861323
"Linn",2021-02-14,"Linn",106138,19086,17411,305,278,27,1370,0.179822495242043
"Louisa",2021-02-14,"Louisa",4955,1194,1111,41,34,7,42,0.240968718466196
"Lucas",2021-02-14,"Lucas",3456,689,638,18,15,3,33,0.199363425925926
"Lyon",2021-02-14,"Lyon",4227,1423,1322,40,36,4,61,0.336645374970428
"Madison",2021-02-14,"Madison",6946,1359,1190,16,12,4,153,0.195652173913043
"Mahaska",2021-02-14,"Mahaska",9506,2111,1877,44,39,5,190,0.222070271407532
"Marion",2021-02-14,"Marion",14211,3305,3000,66,58,8,239,0.232566321863345
"Marshall",2021-02-14,"Marshall",19240,4527,4204,69,63,6,254,0.23529106029106
"Mills",2021-02-14,"Mills",7141,1457,1345,20,17,3,92,0.204033048592634
"Mitchell",2021-02-14,"Mitchell",5027,1186,1132,40,38,2,14,0.235925999602148
"Monona",2021-02-14,"Monona",3443,752,662,23,22,1,67,0.218414173685739
"Monroe",2021-02-14,"Monroe",3074,869,790,27,21,6,52,0.282693558880937
"Montgomery",2021-02-14,"Montgomery",4082,953,822,36,34,2,95,0.233463988241058
"Muscatine",2021-02-14,"Muscatine",19454,4093,3789,87,78,9,217,0.210393749357459
"O'Brien",2021-02-14,"O'Brien",6115,1765,1637,58,54,4,70,0.2886345053148
"Osceola",2021-02-14,"Osceola",2222,660,626,13,11,2,21,0.297029702970297
"Page",2021-02-14,"Page",5590,1624,1503,17,16,1,104,0.290518783542039
"Palo Alto",2021-02-14,"Palo Alto",4095,978,889,19,17,2,70,0.238827838827839
"Pending Investigation",2021-02-14,"Pending Investigation",8813,1138,891,0,0,0,247,0.129127425394304
"Plymouth",2021-02-14,"Plymouth",12237,3611,3428,75,67,8,108,0.295088665522595
"Pocahontas",2021-02-14,"Pocahontas",3221,804,757,18,18,0,29,0.249611921763428
"Polk",2021-02-14,"Polk",247826,49953,45135,524,468,56,4294,0.201564807566599
"Pottawattamie",2021-02-14,"Pottawattamie",43553,9596,8851,139,124,15,606,0.220329254012353
"Poweshiek",2021-02-14,"Poweshiek",8085,1449,1307,29,27,2,113,0.179220779220779
"Ringgold",2021-02-14,"Ringgold",2194,490,438,16,15,1,36,0.223336371923428
"Sac",2021-02-14,"Sac",4875,1154,1091,17,17,0,46,0.236717948717949
"Scott",2021-02-14,"Scott",78265,16726,15304,196,184,12,1226,0.21370983198109
"Shelby",2021-02-14,"Shelby",4861,1125,989,32,29,3,104,0.231433861345402
"Sioux",2021-02-14,"Sioux",14558,4692,4488,67,64,3,137,0.322297018821267
"Story",2021-02-14,"Story",50755,9272,8608,43,38,5,621,0.182681509210915
"Tama",2021-02-14,"Tama",7774,1975,1810,63,61,2,102,0.254051968098791
"Taylor",2021-02-14,"Taylor",2339,627,589,11,9,2,27,0.268063274903805
"Union",2021-02-14,"Union",6070,1168,1060,31,26,5,77,0.192421746293245
"Van Buren",2021-02-14,"Van Buren",2475,529,482,17,14,3,30,0.213737373737374
"Wapello",2021-02-14,"Wapello",16124,3805,3369,105,102,3,331,0.23598362689159
"Warren",2021-02-14,"Warren",25269,4945,4358,67,63,4,520,0.195694329019748
"Washington",2021-02-14,"Washington",10793,2340,2133,41,39,2,166,0.21680718984527
"Wayne",2021-02-14,"Wayne",2014,437,394,21,17,4,22,0.216981132075472
"Webster",2021-02-14,"Webster",19978,4844,4609,83,70,13,152,0.242466713384723
"Winnebago",2021-02-14,"Winnebago",5559,1271,1161,30,25,5,80,0.228638244288541
"Winneshiek",2021-02-14,"Winneshiek",9180,1757,1528,26,22,4,203,0.191394335511983
"Woodbury",2021-02-14,"Woodbury",54279,13460,12809,205,191,14,446,0.247978039389082
"Worth",2021-02-14,"Worth",3356,648,602,4,3,1,42,0.193087008343266
"Wright",2021-02-14,"Wright",7387,1704,1611,31,26,5,62,0.230675511032896
"Total",2021-02-14,"Totals",1513648,329096,301773,5236,4726,510,22087,0.217419109330571
