"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"46","Humboldt",5113,1245,1183,26,36,0.243496968511637,2021-07-21
"47","Ida",3621,927,880,35,12,0.256006628003314,2021-07-21
"48","Iowa",8793,1483,1457,24,2,0.168656886159445,2021-07-21
"49","Jackson",9985,2258,2217,42,-1,0.22613920881322,2021-07-21
"50","Jasper",20197,4520,4425,73,22,0.223795613209883,2021-07-21
"51","Jefferson",8741,1345,1312,35,-2,0.153872554627617,2021-07-21
"52","Johnson",88769,14737,14543,86,108,0.16601516295103,2021-07-21
"53","Jones",10881,3012,2955,57,0,0.276812792941825,2021-07-21
"54","Keokuk",4672,998,955,32,11,0.21361301369863,2021-07-21
"55","Kossuth",8582,2191,2112,66,13,0.255301794453507,2021-07-21
"56","Lee",17505,3926,3783,58,85,0.224278777492145,2021-07-21
"57","Linn",128669,21446,20958,342,146,0.166675733859749,2021-07-21
"58","Louisa",5868,1302,1254,49,-1,0.221881390593047,2021-07-21
"59","Lucas",4222,774,750,23,1,0.183325438180957,2021-07-21
"60","Lyon",5138,1609,1562,41,6,0.313156870377579,2021-07-21
"61","Madison",8571,1677,1644,19,14,0.195659782989149,2021-07-21
"62","Mahaska",11386,2325,2240,51,34,0.204198138064289,2021-07-21
"63","Marion",17582,3691,3587,77,27,0.209930610852008,2021-07-21
"64","Marshall",23243,4914,4814,77,23,0.211418491588865,2021-07-21
"65","Mills",8083,1638,1610,24,4,0.202647531856984,2021-07-21
"66","Mitchell",5871,1272,1231,43,-2,0.216658150229944,2021-07-21
"67","Monona",4045,859,818,31,10,0.212360939431397,2021-07-21
"68","Monroe",3874,1006,945,33,28,0.259679917398038,2021-07-21
"69","Montgomery",4602,1067,1014,38,15,0.231855714906562,2021-07-21
"70","Muscatine",23527,4920,4788,106,26,0.209121434947082,2021-07-21
"71","O'Brien",7080,2009,1950,61,-2,0.283757062146893,2021-07-21
"72","Osceola",2717,790,776,17,-3,0.290761869709238,2021-07-21
"73","Page",6739,1954,1929,22,3,0.28995399910966,2021-07-21
"74","Palo Alto",4830,1149,1118,24,7,0.237888198757764,2021-07-21
"75","Pending Investigation",3167,12,5,0,7,0.00378907483422798,2021-07-21
"76","Plymouth",14109,4049,3956,82,11,0.286979941881069,2021-07-21
"77","Pocahontas",3695,868,844,22,2,0.234912043301759,2021-07-21
"78","Polk",302262,58891,57873,644,374,0.194834282840714,2021-07-21
"79","Pottawattamie",50958,11307,11065,177,65,0.221888614152832,2021-07-21
"80","Poweshiek",9587,1590,1555,36,-1,0.165849587983728,2021-07-21
"81","Ringgold",2573,568,538,24,6,0.220753983676642,2021-07-21
"82","Sac",5766,1326,1307,20,-1,0.22996878251821,2021-07-21
"83","Scott",96061,20426,20083,250,93,0.212635721052248,2021-07-21
"84","Shelby",5893,1318,1271,38,9,0.223655184116749,2021-07-21
"85","Sioux",17220,5191,5113,74,4,0.301451800232288,2021-07-21
"86","Story",60040,10828,10704,48,76,0.180346435709527,2021-07-21
"87","Tama",9086,2133,2056,72,5,0.234756768655074,2021-07-21
"88","Taylor",2718,671,659,12,0,0.246872700515085,2021-07-21
"89","Union",7097,1295,1262,35,-2,0.182471466816965,2021-07-21
"90","Van Buren",3012,567,550,18,-1,0.188247011952191,2021-07-21
"91","Wapello",20146,4367,4223,123,21,0.21676759654522,2021-07-21
"92","Warren",30612,5919,5785,92,42,0.193355546844375,2021-07-21
"93","Washington",12940,2598,2546,51,1,0.200772797527048,2021-07-21
"94","Wayne",2769,563,528,23,12,0.203322499097147,2021-07-21
"95","Webster",22770,5389,5070,95,224,0.236671058410189,2021-07-21
"96","Winnebago",6890,1457,1418,31,8,0.211465892597968,2021-07-21
"97","Winneshiek",11196,2006,1949,35,22,0.179171132547338,2021-07-21
"98","Woodbury",64604,15319,15006,230,83,0.237121540461891,2021-07-21
"99","Worth",4213,756,747,8,1,0.179444576311417,2021-07-21
"100","Wright",8350,1891,1823,40,28,0.226467065868263,2021-07-21
"101","Totals",1816265,376674,367558,6158,2958,0.207389340211918,2021-07-21
