"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Lee",2021-02-01,"Lee",14173,3365,2908,42,32,10,415,0.237423269597121
"Linn",2021-02-01,"Linn",103391,18524,16589,293,266,27,1642,0.179164530761865
"Louisa",2021-02-01,"Louisa",4859,1180,1056,33,27,6,91,0.242848322700144
"Lucas",2021-02-01,"Lucas",3358,677,590,12,10,2,75,0.201608100059559
"Lyon",2021-02-01,"Lyon",4116,1396,1248,35,31,4,113,0.339164237123421
"Madison",2021-02-01,"Madison",6695,1297,998,12,10,2,287,0.193726661687827
"Mahaska",2021-02-01,"Mahaska",9248,2026,1738,40,36,4,248,0.219074394463668
"Marion",2021-02-01,"Marion",13748,3188,2767,59,51,8,362,0.231888274658132
"Marshall",2021-02-01,"Marshall",18630,4385,4060,68,63,5,257,0.235373054213634
"Mills",2021-02-01,"Mills",6999,1401,1292,17,16,1,92,0.200171453064724
"Mitchell",2021-02-01,"Mitchell",4959,1179,1036,39,38,1,104,0.237749546279492
"Monona",2021-02-01,"Monona",3352,723,546,21,20,1,156,0.215692124105012
"Monroe",2021-02-01,"Monroe",2979,836,687,26,21,5,123,0.280631084256462
"Montgomery",2021-02-01,"Montgomery",3943,921,754,30,29,1,137,0.233578493532843
"Muscatine",2021-02-01,"Muscatine",19044,4012,3556,83,75,8,373,0.210670027305188
"O'Brien",2021-02-01,"O'Brien",5945,1724,1561,58,54,4,105,0.289991589571068
"Osceola",2021-02-01,"Osceola",2180,654,607,12,10,2,35,0.3
"Page",2021-02-01,"Page",5436,1515,1378,17,16,1,120,0.278697571743929
"Palo Alto",2021-02-01,"Palo Alto",3991,935,824,16,15,1,95,0.234277123527938
"Pending Investigation",2021-02-01,"Pending Investigation",8854,1066,726,0,0,0,340,0.120397560424667
"Plymouth",2021-02-01,"Plymouth",11996,3565,3317,72,65,7,176,0.297182394131377
"Pocahontas",2021-02-01,"Pocahontas",3162,791,720,17,17,0,54,0.250158127767236
"Polk",2021-02-01,"Polk",240221,47989,41874,500,447,53,5615,0.199770211596821
"Pottawattamie",2021-02-01,"Pottawattamie",42619,9333,8350,126,112,14,857,0.218986836856801
"Poweshiek",2021-02-01,"Poweshiek",7795,1389,1210,27,25,2,152,0.178191148171905
"Ringgold",2021-02-01,"Ringgold",2126,466,367,12,11,1,87,0.219190968955786
"Sac",2021-02-01,"Sac",4775,1142,1036,17,17,0,89,0.239162303664921
"Scott",2021-02-01,"Scott",76506,16244,14399,180,170,10,1665,0.212323216479753
"Shelby",2021-02-01,"Shelby",4716,1100,933,29,28,1,138,0.233248515691264
"Sioux",2021-02-01,"Sioux",14214,4630,4333,62,59,3,235,0.325735190657099
"Story",2021-02-01,"Story",49562,9011,8096,40,35,5,875,0.181812679068641
"Tama",2021-02-01,"Tama",7591,1939,1730,61,59,2,148,0.255434066657884
"Taylor",2021-02-01,"Taylor",2279,612,548,11,9,2,53,0.268538832821413
"Union",2021-02-01,"Union",5950,1145,1018,27,24,3,100,0.192436974789916
"Van Buren",2021-02-01,"Van Buren",2390,513,446,16,13,3,51,0.214644351464435
"Wapello",2021-02-01,"Wapello",15262,3595,3082,100,98,2,413,0.235552352247412
"Warren",2021-02-01,"Warren",24520,4754,3887,59,55,4,808,0.193882544861338
"Washington",2021-02-01,"Washington",10522,2277,1942,39,37,2,296,0.216403725527466
"Wayne",2021-02-01,"Wayne",1974,426,370,21,17,4,35,0.21580547112462
"Webster",2021-02-01,"Webster",19627,4770,4445,81,69,12,244,0.243032557191624
"Winnebago",2021-02-01,"Winnebago",5440,1247,1092,30,25,5,125,0.229227941176471
"Winneshiek",2021-02-01,"Winneshiek",8809,1653,1379,24,20,4,250,0.187648995345669
"Woodbury",2021-02-01,"Woodbury",53054,13259,12291,197,183,14,771,0.249915180759226
"Worth",2021-02-01,"Worth",3270,628,540,4,3,1,84,0.192048929663609
"Wright",2021-02-01,"Wright",7253,1689,1533,28,24,4,128,0.232869157589963
"Total",2021-02-01,"Totals",1474033,319495,283038,4901,4442,459,31556,0.216748878756446
