"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Scott","Scott","64175","12124","6897","95","5132","0.188920919361122",2020-12-06
"Shelby","Shelby","3901","819","540","14","265","0.209946167649321",2020-12-06
"Sioux","Sioux","12222","3883","2933","29","921","0.317705776468663",2020-12-06
"Story","Story","42649","7130","4915","26","2189","0.167178597387981",2020-12-06
"Tama","Tama","6477","1586","1168","42","376","0.244866450517215",2020-12-06
"Taylor","Taylor","1971","483","325","3","155","0.245053272450533",2020-12-06
"Union","Union","5161","885","380","8","497","0.171478395659756",2020-12-06
"Van Buren","Van Buren","2025","387","237","5","145","0.191111111111111",2020-12-06
"Wapello","Wapello","12392","2734","1835","72","827","0.22062621045836",2020-12-06
"Warren","Warren","20373","3068","1778","17","1273","0.150591469101261",2020-12-06
"Washington","Washington","8687","1537","891","16","630","0.176931046391159",2020-12-06
"Wayne","Wayne","1668","310","226","7","77","0.185851318944844",2020-12-06
"Webster","Webster","17317","3830","2513","40","1277","0.221169948605417",2020-12-06
"Winnebago","Winnebago","4667","979","631","25","323","0.209770730662096",2020-12-06
"Winneshiek","Winneshiek","7172","1112","638","14","460","0.155047406581149",2020-12-06
"Woodbury","Woodbury","46128","10959","8510","140","2309","0.237578043704474",2020-12-06
"Worth","Worth","2693","400","218","1","181","0.148533234311177",2020-12-06
"Wright","Wright","6355","1341","927","7","407","0.211014948859166",2020-12-06
"Total","Totals","1248997","243929","158994","2683","82252","0.195299908646698",2020-12-06
