"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","positivity","date"
"Hamilton","Hamilton","2822","240","225","2","0.0850460666194189",2020-08-20
"Hancock","Hancock","1969","127","117","2","0.0644997460639919",2020-08-20
"Hardin","Hardin","2788","198","138","1","0.0710186513629842",2020-08-20
"Harrison","Harrison","1779","127","100","1","0.0713884204609331",2020-08-20
"Henry","Henry","3008","179","99","4","0.0595079787234043",2020-08-20
"Howard","Howard","1396","71","45","0","0.0508595988538682",2020-08-20
"Humboldt","Humboldt","1541","97","76","2","0.0629461388708631",2020-08-20
"Ida","Ida","1032","34","27","0","0.0329457364341085",2020-08-20
"Iowa","Iowa","2878","101","71","1","0.0350938151494093",2020-08-20
"Jackson","Jackson","2901","174","114","1","0.0599793174767322",2020-08-20
"Jasper","Jasper","5400","509","408","29","0.0942592592592593",2020-08-20
"Jefferson","Jefferson","2157","97","68","0","0.0449698655540102",2020-08-20
"Johnson","Johnson","27500","2286","1738","22","0.0831272727272727",2020-08-20
"Jones","Jones","2803","141","106","2","0.050303246521584",2020-08-20
"Keokuk","Keokuk","1189","46","25","1","0.0386879730866274",2020-08-20
"Kossuth","Kossuth","2320","106","74","0","0.0456896551724138",2020-08-20
"Lee","Lee","3766","191","69","5","0.0507169410515135",2020-08-20
"Linn","Linn","37507","2627","2175","90","0.070040259151625",2020-08-20
"Louisa","Louisa","1970","379","359","14","0.19238578680203",2020-08-20
"Lucas","Lucas","969","78","35","4","0.0804953560371517",2020-08-20
"Lyon","Lyon","1211","132","114","2","0.109000825763832",2020-08-20
"Madison","Madison","2573","141","87","2","0.0547998445394481",2020-08-20
"Mahaska","Mahaska","2305","153","120","17","0.0663774403470716",2020-08-20
"Marion","Marion","4055","234","164","0","0.0577065351418002",2020-08-20
"Marshall","Marshall","9059","1535","1265","28","0.169444751076278",2020-08-20
"Mills","Mills","2911","107","66","1","0.0367571281346616",2020-08-20
"Mitchell","Mitchell","2047","85","71","0","0.04152418172936",2020-08-20
"Monona","Monona","1259","97","84","1","0.0770452740270056",2020-08-20
"Monroe","Monroe","925","84","58","8","0.0908108108108108",2020-08-20
"Montgomery","Montgomery","1476","66","55","4","0.0447154471544715",2020-08-20
"Muscatine","Muscatine","7384","903","744","48","0.122291440953413",2020-08-20
"O'Brien","O'Brien","2125","155","120","6","0.0729411764705882",2020-08-20
"Osceola","Osceola","698","90","75","0","0.128939828080229",2020-08-20
"Page","Page","2136","104","96","0","0.048689138576779",2020-08-20
"Palo Alto","Palo Alto","1603","102","64","0","0.0636306924516531",2020-08-20
"Pending Investigation","Pending Investigation","6835","12","0","0","0.00175566934893928",2020-08-20
"Plymouth","Plymouth","4451","546","400","14","0.12266906313188",2020-08-20
"Pocahontas","Pocahontas","1303","119","108","2","0.091327705295472",2020-08-20
"Polk","Polk","97991","11290","8761","212","0.115214662571052",2020-08-20
"Pottawattamie","Pottawattamie","16654","1471","1133","31","0.0883271286177495",2020-08-20
"Poweshiek","Poweshiek","2333","169","128","8","0.0724389198456922",2020-08-20
"Ringgold","Ringgold","778","25","21","1","0.032133676092545",2020-08-20
"Sac","Sac","1838","94","75","0","0.0511425462459195",2020-08-20
"Scott","Scott","27525","1905","1456","17","0.0692098092643052",2020-08-20
"Shelby","Shelby","1773","199","181","1","0.112239142695995",2020-08-20
"Sioux","Sioux","4959","720","551","3","0.14519056261343",2020-08-20
"Story","Story","21806","1446","1036","16","0.0663120242135192",2020-08-20
"Tama","Tama","3521","572","489","29","0.16245384833854",2020-08-20
"Taylor","Taylor","957","104","91","0","0.108672936259143",2020-08-20
"Union","Union","2356","89","58","3","0.0377758913412564",2020-08-20
"Van Buren","Van Buren","823","43","23","1","0.0522478736330498",2020-08-20
"Wapello","Wapello","6316","971","853","39","0.153736542115263",2020-08-20
"Warren","Warren","9129","618","453","3","0.0676963522839303",2020-08-20
"Washington","Washington","3376","313","284","10","0.0927132701421801",2020-08-20
"Wayne","Wayne","576","29","19","2","0.0503472222222222",2020-08-20
"Webster","Webster","8487","684","556","8","0.080593849416755",2020-08-20
"Winnebago","Winnebago","2094","121","67","1","0.0577841451766953",2020-08-20
"Winneshiek","Winneshiek","2733","125","87","1","0.0457372850347603",2020-08-20
"Woodbury","Woodbury","23078","3864","3495","54","0.167432186497963",2020-08-20
"Worth","Worth","1217","73","50","0","0.0599835661462613",2020-08-20
"Wright","Wright","3536","488","425","1","0.138009049773756",2020-08-20
"Total","Totals","576461","53781","42300","1011",NA,2020-08-20
