"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Grundy",2020-12-19,"Grundy",4468,994,765,14,12,2,215,0.222470904207699
"Guthrie",2020-12-19,"Guthrie",4442,875,682,22,17,5,171,0.196983340837461
"Hamilton",2020-12-19,"Hamilton",5955,1376,973,21,21,0,382,0.231066330814442
"Hancock",2020-12-19,"Hancock",4631,1088,780,22,18,4,286,0.234938458216368
"Hardin",2020-12-19,"Hardin",6609,1376,1046,22,20,2,308,0.208200938114692
"Harrison",2020-12-19,"Harrison",5145,1306,984,50,47,3,272,0.253838678328474
"Henry",2020-12-19,"Henry",8892,2383,1763,20,20,0,600,0.267993702204229
"Howard",2020-12-19,"Howard",3393,654,474,15,11,4,165,0.192749778956675
"Humboldt",2020-12-19,"Humboldt",3796,895,679,17,14,3,199,0.23577449947313
"Ida",2020-12-19,"Ida",2556,659,425,19,18,1,215,0.257824726134585
"Iowa",2020-12-19,"Iowa",6400,1090,838,19,19,0,233,0.1703125
"Jackson",2020-12-19,"Jackson",7051,1706,1385,25,24,1,296,0.241951496241668
"Jasper",2020-12-19,"Jasper",13889,2647,1986,50,48,2,611,0.190582475340197
"Jefferson",2020-12-19,"Jefferson",5791,879,613,18,17,1,248,0.151787256087032
"Johnson",2020-12-19,"Johnson",62549,10529,8824,45,41,4,1660,0.168332027690291
"Jones",2020-12-19,"Jones",7999,2509,2189,35,34,1,285,0.313664208026003
"Keokuk",2020-12-19,"Keokuk",3217,750,517,18,18,0,215,0.233136462542742
"Kossuth",2020-12-19,"Kossuth",6089,1423,909,24,23,1,490,0.233700114961406
"Lee",2020-12-19,"Lee",12368,2673,1864,23,19,4,786,0.216122250970246
"Linn",2020-12-19,"Linn",92152,15842,12957,228,215,13,2657,0.17191162427294
"Louisa",2020-12-19,"Louisa",4340,992,775,23,19,4,194,0.228571428571429
"Lucas",2020-12-19,"Lucas",2841,454,298,6,6,0,150,0.159802886307638
"Lyon",2020-12-19,"Lyon",3623,1178,929,21,19,2,228,0.325144907535192
"Madison",2020-12-19,"Madison",5685,872,636,8,7,1,228,0.153386103781882
"Mahaska",2020-12-19,"Mahaska",8079,1566,1150,32,30,2,384,0.193835870776086
"Marion",2020-12-19,"Marion",11877,2459,1876,34,29,5,549,0.20703881451545
"Marshall",2020-12-19,"Marshall",16401,3862,3224,53,50,3,585,0.235473446741052
"Mills",2020-12-19,"Mills",6388,1226,995,12,12,0,219,0.191922354414527
"Mitchell",2020-12-19,"Mitchell",4416,945,693,20,20,0,232,0.213994565217391
"Monona",2020-12-19,"Monona",2972,521,380,13,12,1,128,0.175302826379542
"Monroe",2020-12-19,"Monroe",2430,548,407,16,15,1,125,0.225514403292181
"Montgomery",2020-12-19,"Montgomery",3341,666,416,13,12,1,237,0.199341514516612
"Muscatine",2020-12-19,"Muscatine",16734,3384,2602,69,63,6,713,0.202223019003227
"O'Brien",2020-12-19,"O'Brien",5317,1500,1190,48,44,4,262,0.282113974045514
"Osceola",2020-12-19,"Osceola",1972,599,487,5,5,0,107,0.303752535496957
"Page",2020-12-19,"Page",4931,1311,1135,11,11,0,165,0.265868992090854
"Palo Alto",2020-12-19,"Palo Alto",3633,776,592,2,2,0,182,0.213597577759427
"Pending Investigation",2020-12-19,"Pending Investigation",8836,439,386,0,0,0,53,0.0496831145314622
"Plymouth",2020-12-19,"Plymouth",10914,3208,2553,44,38,6,611,0.293934396188382
"Pocahontas",2020-12-19,"Pocahontas",2903,668,500,6,6,0,162,0.230106786083362
"Polk",2020-12-19,"Polk",211856,38897,30657,385,349,36,7855,0.183601125292652
"Pottawattamie",2020-12-19,"Pottawattamie",38074,7730,5749,83,76,7,1898,0.203025686820402
"Poweshiek",2020-12-19,"Poweshiek",6632,1133,918,21,20,1,194,0.17083835946924
"Ringgold",2020-12-19,"Ringgold",1872,334,178,6,6,0,150,0.178418803418803
"Sac",2020-12-19,"Sac",4325,994,750,10,10,0,234,0.229826589595376
"Scott",2020-12-19,"Scott",67570,13337,10102,128,121,7,3107,0.197380494302205
"Shelby",2020-12-19,"Shelby",4113,881,699,23,23,0,159,0.214198881594943
"Sioux",2020-12-19,"Sioux",12859,4166,3528,40,39,1,598,0.323975425771833
"Story",2020-12-19,"Story",44339,7642,6259,24,22,2,1359,0.172353909650646
"Tama",2020-12-19,"Tama",6751,1679,1409,55,53,2,215,0.248703895719153
"Taylor",2020-12-19,"Taylor",2054,513,421,8,7,1,84,0.249756572541383
"Union",2020-12-19,"Union",5378,963,677,13,13,0,273,0.179062848642618
"Van Buren",2020-12-19,"Van Buren",2130,429,341,11,10,1,77,0.201408450704225
"Wapello",2020-12-19,"Wapello",13166,2941,2313,89,87,2,539,0.223378398906274
"Warren",2020-12-19,"Warren",21379,3442,2514,26,24,2,902,0.160999111277422
"Washington",2020-12-19,"Washington",9183,1720,1247,26,25,1,447,0.187302624414679
"Wayne",2020-12-19,"Wayne",1755,346,273,21,17,4,52,0.197150997150997
"Webster",2020-12-19,"Webster",18027,4208,3257,53,47,6,898,0.233427636323293
"Winnebago",2020-12-19,"Winnebago",4861,1060,839,27,22,5,194,0.218062127134335
"Winneshiek",2020-12-19,"Winneshiek",7610,1269,869,16,14,2,384,0.166754270696452
"Woodbury",2020-12-19,"Woodbury",48195,11743,9819,153,144,9,1771,0.243655980910883
"Worth",2020-12-19,"Worth",2840,463,326,2,2,0,135,0.163028169014085
"Wright",2020-12-19,"Wright",6618,1454,1135,13,11,2,306,0.219703838017528
"Total",2020-12-19,"Totals",1307498,264707,208802,3450,3168,282,52455,0.202453082146206
