"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","positivity","date"
"Henry","Henry","2694","124","89","4","0.0460282108389013",2020-08-09
"Howard","Howard","1284","49","37","0","0.0381619937694704",2020-08-09
"Humboldt","Humboldt","1302","109","76","1","0.0837173579109063",2020-08-09
"Ida","Ida","900","29","24","0","0.0322222222222222",2020-08-09
"Iowa","Iowa","2701","97","63","1","0.0359126249537208",2020-08-09
"Jackson","Jackson","2694","154","75","1","0.0571640682999258",2020-08-09
"Jasper","Jasper","4897","477","362","26","0.0974065754543598",2020-08-09
"Jefferson","Jefferson","1954","83","64","0","0.0424769703172979",2020-08-09
"Johnson","Johnson","25232","2081","1528","19","0.0824746353836398",2020-08-09
"Jones","Jones","2585","130","82","2","0.0502901353965184",2020-08-09
"Keokuk","Keokuk","1091","34","22","1","0.0311640696608616",2020-08-09
"Kossuth","Kossuth","2049","90","50","0","0.0439238653001464",2020-08-09
"Lee","Lee","3085","113","54","3","0.0366288492706645",2020-08-09
"Linn","Linn","34529","2362","1823","88","0.0684062671956906",2020-08-09
"Louisa","Louisa","1843","378","352","14","0.205100379815518",2020-08-09
"Lucas","Lucas","852","64","32","4","0.0751173708920188",2020-08-09
"Lyon","Lyon","1083","114","93","2","0.105263157894737",2020-08-09
"Madison","Madison","2312","119","64","2","0.0514705882352941",2020-08-09
"Mahaska","Mahaska","2100","139","110","17","0.0661904761904762",2020-08-09
"Marion","Marion","3507","170","136","0","0.0484744796122042",2020-08-09
"Marshall","Marshall","8476","1442","1090","26","0.170127418593676",2020-08-09
"Mills","Mills","2762","89","52","0","0.0322230267921796",2020-08-09
"Mitchell","Mitchell","1910","78","67","0","0.0408376963350785",2020-08-09
"Monona","Monona","1175","91","79","0","0.0774468085106383",2020-08-09
"Monroe","Monroe","835","72","48","7","0.0862275449101796",2020-08-09
"Montgomery","Montgomery","1370","59","35","4","0.0430656934306569",2020-08-09
"Muscatine","Muscatine","6826","846","733","48","0.123937884559039",2020-08-09
"O'Brien","O'Brien","1939","137","100","2","0.0706549767921609",2020-08-09
"Osceola","Osceola","649","83","71","0","0.12788906009245",2020-08-09
"Page","Page","1951","94","70","0","0.0481804202972834",2020-08-09
"Palo Alto","Palo Alto","1464","84","55","0","0.0573770491803279",2020-08-09
"Pending Investigation","Pending Investigation","5971","8","1","0","0.0013398090772065",2020-08-09
"Plymouth","Plymouth","4099","458","353","9","0.111734569407172",2020-08-09
"Pocahontas","Pocahontas","1198","115","106","2","0.0959933222036728",2020-08-09
"Polk","Polk","88300","10268","7584","207","0.116285390713477",2020-08-09
"Pottawattamie","Pottawattamie","15392","1317","943","26","0.0855639293139293",2020-08-09
"Poweshiek","Poweshiek","2113","158","110","8","0.0747752011358258",2020-08-09
"Ringgold","Ringgold","724","22","20","1","0.0303867403314917",2020-08-09
"Sac","Sac","1719","84","69","0","0.0488656195462478",2020-08-09
"Scott","Scott","25341","1721","1181","14","0.0679136577088513",2020-08-09
"Shelby","Shelby","1642","183","155","1","0.111449451887942",2020-08-09
"Sioux","Sioux","4261","630","517","3","0.14785261675663",2020-08-09
"Story","Story","16430","1166","887","14","0.0709677419354839",2020-08-09
"Tama","Tama","3272","549","463","29","0.16778728606357",2020-08-09
"Taylor","Taylor","894","98","88","0","0.109619686800895",2020-08-09
"Union","Union","2175","77","41","1","0.0354022988505747",2020-08-09
"Van Buren","Van Buren","738","36","21","1","0.0487804878048781",2020-08-09
"Wapello","Wapello","5891","891","772","33","0.151247665931081",2020-08-09
"Warren","Warren","8107","560","346","1","0.069076107067966",2020-08-09
"Washington","Washington","3144","298","271","10","0.0947837150127226",2020-08-09
"Wayne","Wayne","493","19","12","1","0.0385395537525355",2020-08-09
"Webster","Webster","6883","801","493","7","0.11637367426994",2020-08-09
"Winnebago","Winnebago","1648","82","50","0","0.0497572815533981",2020-08-09
"Winneshiek","Winneshiek","2343","95","60","1","0.040546308151942",2020-08-09
"Woodbury","Woodbury","21579","3716","3329","52","0.172204458037907",2020-08-09
"Worth","Worth","1126","66","31","0","0.0586145648312611",2020-08-09
"Wright","Wright","3275","470","406","1","0.143511450381679",2020-08-09
"Total","Totals","521383","48732","37086","930",NA,2020-08-09
