"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","positivity","date"
"Delaware","Delaware","2117","91","79","1","0.0429853566367501",2020-08-05
"Des Moines","Des Moines","4216","139","93","2","0.0329696394686907",2020-08-05
"Dickinson","Dickinson","3792","377","282","4","0.0994198312236287",2020-08-05
"Dubuque","Dubuque","19897","1566","835","31","0.0787053324621802",2020-08-05
"Emmet","Emmet","1492","181","110","2","0.121313672922252",2020-08-05
"Fayette","Fayette","2597","81","55","0","0.0311898344243358",2020-08-05
"Floyd","Floyd","2525","131","91","2","0.0518811881188119",2020-08-05
"Franklin","Franklin","1716","227","153","6","0.132284382284382",2020-08-05
"Fremont","Fremont","666","35","10","0","0.0525525525525526",2020-08-05
"Greene","Greene","1210","38","33","0","0.031404958677686",2020-08-05
"Grundy","Grundy","1792","74","45","1","0.0412946428571429",2020-08-05
"Guthrie","Guthrie","1711","128","85","5","0.0748100526008182",2020-08-05
"Hamilton","Hamilton","2546","243","221","1","0.0954438334642577",2020-08-05
"Hancock","Hancock","1762","118","93","2","0.0669693530079455",2020-08-05
"Hardin","Hardin","2521","166","92","0","0.0658468861562872",2020-08-05
"Harrison","Harrison","1552","99","74","0","0.0637886597938144",2020-08-05
"Henry","Henry","2596","114","85","3","0.0439137134052388",2020-08-05
"Howard","Howard","1242","49","37","0","0.0394524959742351",2020-08-05
"Humboldt","Humboldt","1257","92","75","1","0.0731901352426412",2020-08-05
"Ida","Ida","879","29","23","0","0.0329920364050057",2020-08-05
"Iowa","Iowa","2598","91","61","1","0.0350269438029253",2020-08-05
"Jackson","Jackson","2592","144","53","1","0.0555555555555556",2020-08-05
"Jasper","Jasper","4664","458","346","25","0.0981989708404803",2020-08-05
"Jefferson","Jefferson","1824","77","63","0","0.0422149122807018",2020-08-05
"Johnson","Johnson","24173","1974","1439","15","0.081661357713151",2020-08-05
"Jones","Jones","2484","125","75","2","0.0503220611916264",2020-08-05
"Keokuk","Keokuk","1056","31","21","1","0.0293560606060606",2020-08-05
"Kossuth","Kossuth","1954","79","42","0","0.0404298874104401",2020-08-05
"Lee","Lee","2858","97","52","3","0.0339398180545836",2020-08-05
"Linn","Linn","32675","2156","1689","87","0.0659831675592961",2020-08-05
"Louisa","Louisa","1810","379","350","14","0.20939226519337",2020-08-05
"Lucas","Lucas","789","51","30","4","0.064638783269962",2020-08-05
"Lyon","Lyon","1034","107","89","0","0.103481624758221",2020-08-05
"Madison","Madison","2177","106","53","2","0.048690858980248",2020-08-05
"Mahaska","Mahaska","2023","137","108","17","0.0677212061295106",2020-08-05
"Marion","Marion","3286","155","127","0","0.0471698113207547",2020-08-05
"Marshall","Marshall","8189","1397","1067","25","0.170594700207596",2020-08-05
"Mills","Mills","2670","83","46","0","0.0310861423220974",2020-08-05
"Mitchell","Mitchell","1845","77","67","0","0.0417344173441734",2020-08-05
"Monona","Monona","1140","90","78","0","0.0789473684210526",2020-08-05
"Monroe","Monroe","803","68","45","7","0.0846824408468244",2020-08-05
"Montgomery","Montgomery","1220","45","32","3","0.0368852459016393",2020-08-05
"Muscatine","Muscatine","6606","832","708","48","0.125946109597336",2020-08-05
"O'Brien","O'Brien","1869","132","95","1","0.0706260032102729",2020-08-05
"Osceola","Osceola","614","78","67","0","0.127035830618893",2020-08-05
"Page","Page","1845","76","61","0","0.0411924119241192",2020-08-05
"Palo Alto","Palo Alto","1416","80","50","0","0.0564971751412429",2020-08-05
"Pending Investigation","Pending Investigation","5545","0","0","0","0",2020-08-05
"Plymouth","Plymouth","3973","443","337","8","0.111502642839164",2020-08-05
"Pocahontas","Pocahontas","1179","114","101","1","0.0966921119592875",2020-08-05
"Polk","Polk","84303","9814","7007","204","0.116413413520278",2020-08-05
"Pottawattamie","Pottawattamie","14705","1239","857","23","0.0842570554233254",2020-08-05
"Poweshiek","Poweshiek","1995","150","108","8","0.075187969924812",2020-08-05
"Ringgold","Ringgold","711","21","20","1","0.029535864978903",2020-08-05
"Sac","Sac","1669","81","66","0","0.048532055122828",2020-08-05
"Scott","Scott","23771","1618","984","12","0.0680661309999579",2020-08-05
"Shelby","Shelby","1562","172","139","1","0.1101152368758",2020-08-05
"Sioux","Sioux","4110","605","496","2","0.147201946472019",2020-08-05
"Story","Story","14133","1121","846","14","0.0793179084412368",2020-08-05
"Tama","Tama","3174","541","451","29","0.170447385003151",2020-08-05
"Taylor","Taylor","861","94","87","0","0.10917537746806",2020-08-05
"Union","Union","2081","74","37","1","0.035559827006247",2020-08-05
"Van Buren","Van Buren","701","34","21","1","0.0485021398002853",2020-08-05
"Wapello","Wapello","5659","852","755","32","0.150556635447959",2020-08-05
"Warren","Warren","7741","537","311","1","0.0693708823149464",2020-08-05
"Washington","Washington","3058","288","267","10","0.0941792020928712",2020-08-05
"Wayne","Wayne","467","18","10","1","0.0385438972162741",2020-08-05
"Webster","Webster","6714","736","358","7","0.109621686029193",2020-08-05
"Winnebago","Winnebago","1522","77","36","0","0.0505913272010513",2020-08-05
"Winneshiek","Winneshiek","2228","87","58","1","0.039048473967684",2020-08-05
"Woodbury","Woodbury","21092","3659","3283","51","0.173478095960554",2020-08-05
"Worth","Worth","1097","65","22","0","0.0592525068368277",2020-08-05
"Wright","Wright","3193","447","394","1","0.139993736298152",2020-08-05
"Total","Totals","497180","46412","34659","893",NA,2020-08-05
