"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Jackson",2021-02-04,"Jackson",8085,2018,1805,36,33,3,177,0.249598021026592
"Jasper",2021-02-04,"Jasper",15881,3429,2973,63,59,4,393,0.215918393048297
"Jefferson",2021-02-04,"Jefferson",6810,1243,1111,29,26,3,103,0.182525697503671
"Johnson",2021-02-04,"Johnson",70870,12599,11444,63,59,4,1092,0.177776209961902
"Jones",2021-02-04,"Jones",8918,2798,2617,53,50,3,128,0.313747477012783
"Keokuk",2021-02-04,"Keokuk",3660,878,802,28,28,0,48,0.239890710382514
"Kossuth",2021-02-04,"Kossuth",7037,1890,1591,51,45,6,248,0.268580360949268
"Lee",2021-02-04,"Lee",14265,3401,2994,43,32,11,364,0.238415702769015
"Linn",2021-02-04,"Linn",104252,18728,16880,295,268,27,1553,0.179641637570502
"Louisa",2021-02-04,"Louisa",4883,1187,1083,38,31,7,66,0.243088265410608
"Lucas",2021-02-04,"Lucas",3383,683,615,12,10,2,56,0.201891812001182
"Lyon",2021-02-04,"Lyon",4149,1402,1270,37,33,4,95,0.337912750060256
"Madison",2021-02-04,"Madison",6768,1322,1071,12,10,2,239,0.195330969267139
"Mahaska",2021-02-04,"Mahaska",9337,2059,1790,40,36,4,229,0.220520509799722
"Marion",2021-02-04,"Marion",13867,3222,2862,59,51,8,301,0.23235018388981
"Marshall",2021-02-04,"Marshall",18799,4443,4113,68,63,5,262,0.236342358636098
"Mills",2021-02-04,"Mills",7044,1414,1310,20,17,3,84,0.200738216922203
"Mitchell",2021-02-04,"Mitchell",4981,1182,1078,39,38,1,65,0.237301746637221
"Monona",2021-02-04,"Monona",3377,734,580,21,20,1,133,0.217352679893397
"Monroe",2021-02-04,"Monroe",3000,844,731,26,21,5,87,0.281333333333333
"Montgomery",2021-02-04,"Montgomery",3991,930,781,32,31,1,117,0.233024304685542
"Muscatine",2021-02-04,"Muscatine",19143,4029,3632,83,75,8,314,0.210468578592697
"O'Brien",2021-02-04,"O'Brien",5997,1740,1595,58,54,4,87,0.290145072536268
"Osceola",2021-02-04,"Osceola",2191,655,614,12,10,2,29,0.298950251026928
"Page",2021-02-04,"Page",5472,1532,1406,17,16,1,109,0.279970760233918
"Palo Alto",2021-02-04,"Palo Alto",4019,950,853,16,15,1,81,0.236377208260761
"Pending Investigation",2021-02-04,"Pending Investigation",8873,1083,765,0,0,0,318,0.122055674518201
"Plymouth",2021-02-04,"Plymouth",12062,3576,3361,74,67,7,141,0.296468247388493
"Pocahontas",2021-02-04,"Pocahontas",3178,796,746,17,17,0,33,0.250471994965387
"Polk",2021-02-04,"Polk",242488,48598,43038,503,449,54,5057,0.200414041107189
"Pottawattamie",2021-02-04,"Pottawattamie",42868,9417,8549,129,115,14,739,0.219674349164878
"Poweshiek",2021-02-04,"Poweshiek",7879,1425,1244,27,25,2,154,0.180860515293819
"Ringgold",2021-02-04,"Ringgold",2146,477,395,12,11,1,70,0.222273998136067
"Sac",2021-02-04,"Sac",4807,1146,1056,17,17,0,73,0.238402329935511
"Scott",2021-02-04,"Scott",77016,16394,14740,183,173,10,1471,0.212864859250026
"Shelby",2021-02-04,"Shelby",4759,1106,951,30,29,1,125,0.232401765076697
"Sioux",2021-02-04,"Sioux",14308,4650,4401,64,61,3,185,0.324993010902991
"Story",2021-02-04,"Story",49916,9100,8284,41,36,5,775,0.182306274541229
"Tama",2021-02-04,"Tama",7665,1954,1766,62,60,2,126,0.254924983692107
"Taylor",2021-02-04,"Taylor",2295,621,570,11,9,2,40,0.270588235294118
"Union",2021-02-04,"Union",5987,1153,1034,29,25,4,90,0.192583931852347
"Van Buren",2021-02-04,"Van Buren",2412,521,464,16,13,3,41,0.216003316749585
"Wapello",2021-02-04,"Wapello",15468,3633,3172,100,98,2,361,0.234871993793638
"Warren",2021-02-04,"Warren",24763,4821,4030,60,56,4,731,0.194685619674514
"Washington",2021-02-04,"Washington",10612,2298,2006,39,37,2,253,0.216547304937806
"Wayne",2021-02-04,"Wayne",1982,427,388,21,17,4,18,0.215438950554995
"Webster",2021-02-04,"Webster",19720,4790,4511,81,69,12,198,0.24290060851927
"Winnebago",2021-02-04,"Winnebago",5480,1252,1116,30,25,5,106,0.228467153284672
"Winneshiek",2021-02-04,"Winneshiek",8915,1684,1426,24,20,4,234,0.188895120583287
"Woodbury",2021-02-04,"Woodbury",53379,13322,12495,199,185,14,628,0.249573802431668
"Worth",2021-02-04,"Worth",3294,630,563,4,3,1,63,0.191256830601093
"Wright",2021-02-04,"Wright",7282,1692,1554,28,24,4,110,0.232353748970063
"Total",2021-02-04,"Totals",1485685,322512,290011,4975,4504,471,27526,0.217079663589523
