"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Dubuque",2021-02-02,"Dubuque",51558,11843,10700,176,167,9,967,0.22970247100353
"Emmet",2021-02-02,"Emmet",4520,1115,1007,35,34,1,73,0.246681415929204
"Fayette",2021-02-02,"Fayette",8186,1698,1460,26,23,3,212,0.207427314927926
"Floyd",2021-02-02,"Floyd",6854,1437,1286,38,30,8,113,0.209658593522031
"Franklin",2021-02-02,"Franklin",4591,1057,927,19,18,1,111,0.230233064691788
"Fremont",2021-02-02,"Fremont",2397,534,475,8,6,2,51,0.222778473091364
"Greene",2021-02-02,"Greene",3700,709,652,8,8,0,49,0.191621621621622
"Grundy",2021-02-02,"Grundy",5187,1244,1134,28,23,5,82,0.239830345093503
"Guthrie",2021-02-02,"Guthrie",5008,1057,966,27,22,5,64,0.211062300319489
"Hamilton",2021-02-02,"Hamilton",6660,1651,1500,36,35,1,115,0.247897897897898
"Hancock",2021-02-02,"Hancock",5287,1345,1200,25,20,5,120,0.254397578967278
"Hardin",2021-02-02,"Hardin",7409,1610,1463,33,30,3,114,0.217303279794844
"Harrison",2021-02-02,"Harrison",5879,1614,1415,65,61,4,134,0.274536485796904
"Henry",2021-02-02,"Henry",9845,2721,2482,33,33,0,206,0.276383951244286
"Howard",2021-02-02,"Howard",3924,907,749,20,16,4,138,0.231141692150866
"Humboldt",2021-02-02,"Humboldt",4281,1090,980,20,17,3,90,0.254613408082224
"Ida",2021-02-02,"Ida",2891,786,679,30,29,1,77,0.271878242822553
"Iowa",2021-02-02,"Iowa",7228,1316,1158,23,21,2,135,0.182069728832319
"Jackson",2021-02-02,"Jackson",8024,1993,1790,35,32,3,168,0.248379860418744
"Jasper",2021-02-02,"Jasper",15800,3411,2931,63,59,4,417,0.215886075949367
"Jefferson",2021-02-02,"Jefferson",6694,1237,1077,29,26,3,131,0.184792351359426
"Johnson",2021-02-02,"Johnson",70553,12510,11294,62,58,4,1154,0.177313508993239
"Jones",2021-02-02,"Jones",8855,2786,2602,53,50,3,131,0.314624505928854
"Keokuk",2021-02-02,"Keokuk",3636,873,795,28,28,0,50,0.24009900990099
"Kossuth",2021-02-02,"Kossuth",6987,1880,1579,49,44,5,252,0.269071132102476
"Lee",2021-02-02,"Lee",14199,3378,2959,42,32,10,377,0.237904077751954
"Linn",2021-02-02,"Linn",103663,18585,16739,293,266,27,1553,0.179282868525896
"Louisa",2021-02-02,"Louisa",4867,1183,1075,33,27,6,75,0.243065543455928
"Lucas",2021-02-02,"Lucas",3370,679,602,12,10,2,65,0.201483679525223
"Lyon",2021-02-02,"Lyon",4128,1398,1255,35,31,4,108,0.338662790697674
"Madison",2021-02-02,"Madison",6716,1308,1030,12,10,2,266,0.194758784991066
"Mahaska",2021-02-02,"Mahaska",9280,2042,1759,40,36,4,243,0.220043103448276
"Marion",2021-02-02,"Marion",13790,3197,2807,59,51,8,331,0.23183466279913
"Marshall",2021-02-02,"Marshall",18689,4400,4082,68,63,5,250,0.235432607416127
"Mills",2021-02-02,"Mills",7015,1406,1301,17,16,1,88,0.200427655024947
"Mitchell",2021-02-02,"Mitchell",4961,1181,1059,39,38,1,83,0.238056843378351
"Monona",2021-02-02,"Monona",3361,730,569,21,20,1,140,0.217197262719429
"Monroe",2021-02-02,"Monroe",2988,838,712,26,21,5,100,0.28045515394913
"Montgomery",2021-02-02,"Montgomery",3954,923,767,30,29,1,126,0.23343449671219
"Muscatine",2021-02-02,"Muscatine",19060,4016,3584,83,75,8,349,0.210703043022036
"O'Brien",2021-02-02,"O'Brien",5958,1729,1574,58,54,4,97,0.290198053037932
"Osceola",2021-02-02,"Osceola",2184,655,612,12,10,2,31,0.299908424908425
"Page",2021-02-02,"Page",5451,1524,1390,17,16,1,117,0.27958172812328
"Palo Alto",2021-02-02,"Palo Alto",3996,938,847,16,15,1,75,0.234734734734735
"Pending Investigation",2021-02-02,"Pending Investigation",8868,1071,751,0,0,0,320,0.120771312584574
"Plymouth",2021-02-02,"Plymouth",12019,3566,3345,72,65,7,149,0.296696896580414
"Pocahontas",2021-02-02,"Pocahontas",3168,793,738,17,17,0,38,0.250315656565657
"Polk",2021-02-02,"Polk",240862,48150,42367,500,447,53,5283,0.199907000689191
"Pottawattamie",2021-02-02,"Pottawattamie",42699,9360,8444,126,112,14,790,0.219208880770041
"Poweshiek",2021-02-02,"Poweshiek",7817,1397,1222,27,25,2,148,0.178713061276705
"Ringgold",2021-02-02,"Ringgold",2138,474,378,12,11,1,84,0.221702525724977
"Sac",2021-02-02,"Sac",4786,1145,1043,17,17,0,85,0.239239448391141
"Scott",2021-02-02,"Scott",76623,16277,14572,182,172,10,1523,0.212429688213722
"Shelby",2021-02-02,"Shelby",4733,1104,943,29,28,1,132,0.23325586308895
"Sioux",2021-02-02,"Sioux",14239,4636,4362,62,59,3,212,0.325584661844231
"Story",2021-02-02,"Story",49654,9042,8188,40,35,5,814,0.182100132919805
"Tama",2021-02-02,"Tama",7611,1944,1744,61,59,2,139,0.255419787150177
"Taylor",2021-02-02,"Taylor",2285,616,560,11,9,2,45,0.269584245076586
"Union",2021-02-02,"Union",5963,1146,1032,27,24,3,87,0.192185141707194
"Van Buren",2021-02-02,"Van Buren",2396,517,456,16,13,3,45,0.215776293823038
"Wapello",2021-02-02,"Wapello",15360,3605,3125,100,98,2,380,0.234700520833333
"Warren",2021-02-02,"Warren",24596,4775,3951,59,55,4,765,0.194137258090746
"Washington",2021-02-02,"Washington",10554,2289,1987,39,37,2,263,0.216884593519045
"Wayne",2021-02-02,"Wayne",1979,427,379,21,17,4,27,0.215765538150581
"Webster",2021-02-02,"Webster",19662,4776,4476,81,69,12,219,0.242905096124504
"Winnebago",2021-02-02,"Winnebago",5450,1248,1100,30,25,5,118,0.228990825688073
"Winneshiek",2021-02-02,"Winneshiek",8832,1659,1397,24,20,4,238,0.187839673913043
"Woodbury",2021-02-02,"Woodbury",53127,13275,12378,197,183,14,700,0.249872945959682
"Worth",2021-02-02,"Worth",3276,629,548,4,3,1,77,0.192002442002442
"Wright",2021-02-02,"Wright",7268,1690,1541,28,24,4,121,0.232526141992295
"Total",2021-02-02,"Totals",1477304,320342,286341,4906,4447,459,29095,0.216842301922962
