"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Delaware",2021-02-17,"Delaware",7297,1839,1705,38,33,5,96,0.25202137864876
"Des Moines",2021-02-17,"Des Moines",19494,4175,3828,55,48,7,292,0.2141684620909
"Dickinson",2021-02-17,"Dickinson",9529,1980,1844,38,32,6,98,0.207786756217861
"Dubuque",2021-02-17,"Dubuque",52950,12155,11298,189,177,12,668,0.229556185080264
"Emmet",2021-02-17,"Emmet",4642,1134,1066,39,37,2,29,0.244291253769927
"Fayette",2021-02-17,"Fayette",8475,1751,1612,31,28,3,108,0.206607669616519
"Floyd",2021-02-17,"Floyd",7149,1462,1364,38,30,8,60,0.204504126451252
"Franklin",2021-02-17,"Franklin",4836,1081,1010,19,18,1,52,0.223531844499586
"Fremont",2021-02-17,"Fremont",2457,542,518,9,7,2,15,0.220594220594221
"Greene",2021-02-17,"Greene",3813,722,690,10,10,0,22,0.189352216102806
"Grundy",2021-02-17,"Grundy",5347,1289,1198,30,25,5,61,0.241069758743221
"Guthrie",2021-02-17,"Guthrie",5159,1072,1013,28,23,5,31,0.207792207792208
"Hamilton",2021-02-17,"Hamilton",7016,1712,1576,38,37,1,98,0.244013683010262
"Hancock",2021-02-17,"Hancock",5546,1361,1284,27,22,5,50,0.245402091597548
"Hardin",2021-02-17,"Hardin",7708,1655,1533,34,31,3,88,0.214711987545407
"Harrison",2021-02-17,"Harrison",6008,1651,1508,68,64,4,75,0.274800266311585
"Henry",2021-02-17,"Henry",10150,2771,2628,35,35,0,108,0.273004926108374
"Howard",2021-02-17,"Howard",4153,966,829,20,16,4,117,0.232602937635444
"Humboldt",2021-02-17,"Humboldt",4399,1115,1036,22,19,3,57,0.253466696976586
"Ida",2021-02-17,"Ida",3019,801,718,32,30,2,51,0.265319642265651
"Iowa",2021-02-17,"Iowa",7472,1357,1247,23,21,2,87,0.181611349036403
"Jackson",2021-02-17,"Jackson",8314,2073,1908,37,34,3,128,0.249338465239355
"Jasper",2021-02-17,"Jasper",16584,3647,3215,65,61,4,367,0.219910757356488
"Jefferson",2021-02-17,"Jefferson",7131,1266,1197,31,27,4,38,0.17753470761464
"Johnson",2021-02-17,"Johnson",72951,12866,12068,68,63,5,730,0.176364957300106
"Jones",2021-02-17,"Jones",9153,2831,2678,54,50,4,99,0.309297498088059
"Keokuk",2021-02-17,"Keokuk",3825,902,835,29,29,0,38,0.235816993464052
"Kossuth",2021-02-17,"Kossuth",7243,1932,1756,54,47,7,122,0.266740300980257
"Lee",2021-02-17,"Lee",14659,3471,3168,50,37,13,253,0.236782863769698
"Linn",2021-02-17,"Linn",107101,19149,17591,305,278,27,1253,0.17879384879693
"Louisa",2021-02-17,"Louisa",5023,1196,1119,41,34,7,36,0.238104718295839
"Lucas",2021-02-17,"Lucas",3494,691,642,19,16,3,30,0.197767601602748
"Lyon",2021-02-17,"Lyon",4259,1430,1339,40,36,4,51,0.335759567973703
"Madison",2021-02-17,"Madison",7010,1373,1210,17,13,4,146,0.19586305278174
"Mahaska",2021-02-17,"Mahaska",9622,2115,1911,44,39,5,160,0.219808771565163
"Marion",2021-02-17,"Marion",14454,3329,3030,66,58,8,233,0.230316867303169
"Marshall",2021-02-17,"Marshall",19597,4554,4235,70,63,7,249,0.232382507526662
"Mills",2021-02-17,"Mills",7175,1459,1359,20,17,3,80,0.203344947735192
"Mitchell",2021-02-17,"Mitchell",5108,1187,1137,40,38,2,10,0.232380579483164
"Monona",2021-02-17,"Monona",3472,753,684,23,22,1,46,0.216877880184332
"Monroe",2021-02-17,"Monroe",3123,873,797,27,21,6,49,0.279538904899135
"Montgomery",2021-02-17,"Montgomery",4107,954,845,36,34,2,73,0.232286340394449
"Muscatine",2021-02-17,"Muscatine",19618,4118,3838,87,78,9,193,0.209909266999694
"O'Brien",2021-02-17,"O'Brien",6152,1771,1654,58,54,4,59,0.287873862158648
"Osceola",2021-02-17,"Osceola",2233,663,633,14,12,2,16,0.296909986565159
"Page",2021-02-17,"Page",5809,1643,1529,17,16,1,97,0.282836977104493
"Palo Alto",2021-02-17,"Palo Alto",4148,985,903,19,17,2,63,0.237463837994214
"Pending Investigation",2021-02-17,"Pending Investigation",6717,893,743,0,0,0,150,0.132946255768944
"Plymouth",2021-02-17,"Plymouth",12344,3622,3448,76,68,8,98,0.293421905379132
"Pocahontas",2021-02-17,"Pocahontas",3232,804,761,18,18,0,25,0.248762376237624
"Polk",2021-02-17,"Polk",250590,50269,45750,527,470,57,3992,0.200602577916118
"Pottawattamie",2021-02-17,"Pottawattamie",43780,9631,8959,140,125,15,532,0.219986295111923
"Poweshiek",2021-02-17,"Poweshiek",8138,1454,1322,29,27,2,103,0.178667977390022
"Ringgold",2021-02-17,"Ringgold",2209,493,446,16,15,1,31,0.223177908555908
"Sac",2021-02-17,"Sac",4914,1157,1098,17,17,0,42,0.235449735449735
"Scott",2021-02-17,"Scott",78688,16800,15488,197,185,12,1115,0.213501423342822
"Shelby",2021-02-17,"Shelby",4923,1131,1006,32,29,3,93,0.229737964655698
"Sioux",2021-02-17,"Sioux",14648,4708,4514,67,64,3,127,0.321409066084107
"Story",2021-02-17,"Story",52160,9327,8688,43,38,5,596,0.17881518404908
"Tama",2021-02-17,"Tama",7855,1981,1834,63,61,2,84,0.252196053469128
"Taylor",2021-02-17,"Taylor",2350,628,591,11,9,2,26,0.267234042553191
"Union",2021-02-17,"Union",6105,1169,1076,31,26,5,62,0.191482391482391
"Van Buren",2021-02-17,"Van Buren",2525,533,485,17,14,3,31,0.211089108910891
"Wapello",2021-02-17,"Wapello",16472,3839,3421,105,102,3,313,0.233062166100049
"Warren",2021-02-17,"Warren",25502,4969,4452,69,64,5,448,0.194847462944083
"Washington",2021-02-17,"Washington",10938,2358,2173,41,39,2,144,0.215578716401536
"Wayne",2021-02-17,"Wayne",2032,440,398,21,17,4,21,0.216535433070866
"Webster",2021-02-17,"Webster",20127,4864,4645,83,70,13,136,0.241665424554082
"Winnebago",2021-02-17,"Winnebago",5679,1274,1174,30,25,5,70,0.224335270294066
"Winneshiek",2021-02-17,"Winneshiek",9252,1765,1560,26,22,4,179,0.190769563337657
"Woodbury",2021-02-17,"Woodbury",54654,13516,12893,207,192,15,416,0.247301203937498
"Worth",2021-02-17,"Worth",3434,648,614,4,3,1,30,0.188701223063483
"Wright",2021-02-17,"Wright",7466,1711,1633,31,26,5,47,0.2291722475221
"Total",2021-02-17,"Totals",1528641,330430,305269,5263,4746,517,19898,0.216159320599147
