"","date","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Underlying.Cause.Deaths","Contributing.Factor.Deaths","Active","positivity"
"Monona",2021-02-06,"Monona",3389,736,596,21,20,1,119,0.217173207435822
"Monroe",2021-02-06,"Monroe",3018,854,759,26,21,5,69,0.282968853545394
"Montgomery",2021-02-06,"Montgomery",4016,933,788,32,31,1,113,0.232320717131474
"Muscatine",2021-02-06,"Muscatine",19210,4042,3669,85,76,9,288,0.210411244143675
"O'Brien",2021-02-06,"O'Brien",6027,1746,1610,58,54,4,78,0.289696366351419
"Osceola",2021-02-06,"Osceola",2197,655,617,12,10,2,26,0.298133818843878
"Page",2021-02-06,"Page",5488,1540,1415,17,16,1,108,0.280612244897959
"Palo Alto",2021-02-06,"Palo Alto",4035,955,867,16,15,1,72,0.236679058240397
"Pending Investigation",2021-02-06,"Pending Investigation",8894,1085,785,0,0,0,300,0.121992354396222
"Plymouth",2021-02-06,"Plymouth",12100,3585,3381,74,67,7,130,0.296280991735537
"Pocahontas",2021-02-06,"Pocahontas",3184,797,751,17,17,0,29,0.250314070351759
"Polk",2021-02-06,"Polk",243621,48901,43540,510,455,55,4851,0.200725717405314
"Pottawattamie",2021-02-06,"Pottawattamie",43031,9453,8625,130,116,14,698,0.219678836187865
"Poweshiek",2021-02-06,"Poweshiek",7976,1433,1269,27,25,2,137,0.179663991975928
"Ringgold",2021-02-06,"Ringgold",2158,482,409,15,14,1,58,0.223354958294717
"Sac",2021-02-06,"Sac",4823,1148,1068,17,17,0,63,0.238026124818578
"Scott",2021-02-06,"Scott",77288,16468,14881,187,176,11,1400,0.213073180830142
"Shelby",2021-02-06,"Shelby",4784,1111,965,31,29,2,115,0.232232441471572
"Sioux",2021-02-06,"Sioux",14349,4659,4424,65,62,3,170,0.324691616140498
"Story",2021-02-06,"Story",50083,9149,8391,42,37,5,716,0.18267675658407
"Tama",2021-02-06,"Tama",7686,1962,1776,63,61,2,123,0.255269320843091
"Taylor",2021-02-06,"Taylor",2311,623,577,11,9,2,35,0.269580268282129
"Union",2021-02-06,"Union",6011,1156,1047,29,25,4,80,0.192314090833472
"Van Buren",2021-02-06,"Van Buren",2430,525,468,16,13,3,41,0.216049382716049
"Wapello",2021-02-06,"Wapello",15552,3646,3209,102,100,2,335,0.234439300411523
"Warren",2021-02-06,"Warren",24879,4848,4097,64,60,4,687,0.194863137585916
"Washington",2021-02-06,"Washington",10651,2305,2044,40,38,2,221,0.216411604544174
"Wayne",2021-02-06,"Wayne",1989,431,392,21,17,4,18,0.216691804927099
"Webster",2021-02-06,"Webster",19771,4794,4545,82,70,12,167,0.242476354256234
"Winnebago",2021-02-06,"Winnebago",5500,1256,1125,30,25,5,101,0.228363636363636
"Winneshiek",2021-02-06,"Winneshiek",8952,1687,1449,26,22,4,212,0.188449508489723
"Woodbury",2021-02-06,"Woodbury",53614,13366,12593,202,188,14,571,0.249300555824971
"Worth",2021-02-06,"Worth",3304,632,573,4,3,1,55,0.191283292978208
"Wright",2021-02-06,"Wright",7301,1695,1568,28,24,4,99,0.232159978085194
"Total",2021-02-06,"Totals",1491722,323872,293102,5067,4584,483,25703,0.217112840060011
