"","County","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"46","Humboldt",6546,2208,1884,33,291,0.33730522456462,2022-01-04
"47","Ida",4628,1455,1347,43,65,0.314390665514261,2022-01-04
"48","Iowa",11338,2681,2390,36,255,0.236461457047098,2022-01-04
"49","Jackson",12891,3806,3393,59,354,0.295244744395315,2022-01-04
"50","Jasper",25695,6989,6379,93,517,0.271998443276902,2022-01-04
"51","Jefferson",12460,2622,2349,44,229,0.210433386837881,2022-01-04
"52","Johnson",115842,23895,20324,118,3453,0.206272336458279,2022-01-04
"53","Jones",13790,4550,4182,67,301,0.32994923857868,2022-01-04
"54","Keokuk",6381,1675,1523,44,108,0.262498041059395,2022-01-04
"55","Kossuth",10678,3309,2965,81,263,0.30988949241431,2022-01-04
"56","Lee",22890,6504,6038,112,354,0.284141546526868,2022-01-04
"57","Linn",166254,39153,33403,456,5294,0.235501100725396,2022-01-04
"58","Louisa",7632,2037,1802,55,180,0.26690251572327,2022-01-04
"59","Lucas",5504,1399,1277,29,93,0.254178779069767,2022-01-04
"60","Lyon",6681,2302,2095,44,163,0.344559197724891,2022-01-04
"61","Madison",10754,2605,2392,26,187,0.242235447275432,2022-01-04
"62","Mahaska",15026,4095,3733,72,290,0.27252761879409,2022-01-04
"63","Marion",22869,6251,5719,106,426,0.273339455157637,2022-01-04
"64","Marshall",28933,7349,6752,95,502,0.254000622126983,2022-01-04
"65","Mills",10136,2555,2307,31,217,0.25207182320442,2022-01-04
"66","Mitchell",7184,2024,1860,47,117,0.28173719376392,2022-01-04
"67","Monona",4908,1358,1253,41,64,0.276691116544417,2022-01-04
"68","Monroe",4919,1567,1440,43,84,0.318560683065664,2022-01-04
"69","Montgomery",6114,1738,1621,48,69,0.28426561988878,2022-01-04
"70","Muscatine",29628,7495,6743,120,632,0.252970163358985,2022-01-04
"71","O'Brien",8712,2746,2485,67,194,0.315197428833792,2022-01-04
"72","Osceola",3403,1154,1056,19,79,0.339112547751984,2022-01-04
"73","Page",8879,2921,2781,39,101,0.328978488568533,2022-01-04
"74","Palo Alto",5933,1668,1514,33,121,0.281139389853363,2022-01-04
"75","Pending Investigation",4286,56,28,0,28,0.0130657956136258,2022-01-04
"76","Plymouth",16581,5295,4926,92,277,0.319341414872444,2022-01-04
"77","Pocahontas",4549,1322,1209,25,88,0.290613321609145,2022-01-04
"78","Polk",385338,92490,82976,872,8642,0.240023044703611,2022-01-04
"79","Pottawattamie",65227,18291,16495,255,1541,0.28042068468579,2022-01-04
"80","Poweshiek",12559,2770,2444,50,276,0.220558961700772,2022-01-04
"81","Ringgold",3219,886,812,31,43,0.275240757999379,2022-01-04
"82","Sac",6971,1918,1771,28,119,0.275139865155645,2022-01-04
"83","Scott",121664,32357,27922,322,4113,0.2659537743293,2022-01-04
"84","Shelby",7472,2222,2027,46,149,0.29737687366167,2022-01-04
"85","Sioux",21229,6673,6213,78,382,0.314334165528287,2022-01-04
"86","Story",72449,15223,14177,66,980,0.210120222501346,2022-01-04
"87","Tama",11217,3140,2811,80,249,0.279932245698493,2022-01-04
"88","Taylor",3525,1086,1024,20,42,0.308085106382979,2022-01-04
"89","Union",8929,2249,2011,44,194,0.251875909956322,2022-01-04
"90","Van Buren",4036,1109,965,24,120,0.274777006937562,2022-01-04
"91","Wapello",26025,7257,6599,161,497,0.278847262247839,2022-01-04
"92","Warren",38589,9681,8765,116,800,0.250874601570396,2022-01-04
"93","Washington",17988,4488,3967,69,452,0.249499666444296,2022-01-04
"94","Wayne",3722,991,878,26,87,0.26625470177324,2022-01-04
"95","Webster",28240,8437,7520,132,785,0.298760623229462,2022-01-04
"96","Winnebago",8701,2469,2289,41,139,0.28376048730031,2022-01-04
"97","Winneshiek",13949,3090,2756,45,289,0.221521256004015,2022-01-04
"98","Woodbury",79061,22350,20831,287,1232,0.282693110383122,2022-01-04
"99","Worth",5363,1361,1271,10,80,0.253775871713593,2022-01-04
"100","Wright",10230,3035,2695,54,286,0.296676441837732,2022-01-04
"101","Totals",2303834,594588,534907,8019,51662,0.258086303093018,2022-01-04
