"","date","Total.Tested","positive","Recovered","deaths","hospitalized","new.hospital","ICU","Admit","RMCC6.Hospitalized","RMCC6.ICU","RMCC6.Admit","RMCC6.Leave","negative","Percent.Pos","discharged","never_hospitalized","New.Positive","New.Negative","New.Percent.Positive","Week.Positivity.Rate","Total.Daily.Tests","Still.Sick","Percent.Hospitalized","New.Deaths","Bremer.Positive","Butler.P","BlackHawk.P","Bremer.Recovered","Butler.R","BlackHawk.R","Bremer.Death","Butler.D","BlackHawk.D","Bremer.SS","Butler.SS","BlackHawk.SS","Knights.Positive","Knights.Isolation","Kights.Quarantine","TotalTested2","TotalPositive2","TotalRecovered2","TotalDeaths2","Individuals.Reported","Individuals.Positive","X","Bremer.Rep","Bremer.Pos","Black.Hawk.Rep","Black.Hawk.Pos","Butler.Rep","Butler.Pos","Bremer.Pct","Black.Hawk.Pct","Butler.Pct","State.7Day","State.14Day","Bremer.7Day","Black.Hawk.7Day","Butler.7Day","Bremer.School","Black.Hawk.School","Butler.School","Total.Tests","Individuals.Tested","Positive.Tests","Individuals.Postive","Bremer.Total.Tests","Bremer.Individuals.Tested","Bremer.Positive.Tests","Bremer.Individuals.Postive","Butler.Total.Tests","Butler.Individuals.Tested","Butler.Positive.Tests","Butler.Individuals.Postive","Black.Hawk.Total.Tests","Black.Hawk.Individuals.Tested","Black.Hawk.Positive.Tests","Black.Hawk.Individuals.Postive","np_7day","Week.Positivity","Week.Tests","Week.Deaths","Day.Total.Tests","Day.Positive.Tests","Day.Bremer.Total.Tests","Day.Bremer.Positive.Tests","wktot","nd_7day","pp_7day","P2"
"48",2020-05-03,53186,9169,3613,184,378,25,133,NA,NA,NA,NA,NA,44017,17.2394991163088,NA,NA,528,2931,0.152645273200347,0.216015442208704,3459,5556,6.80345572354212,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49914,9334,3613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527.571428571429,3693,17096,66,NA,NA,NA,NA,3693,66,0.216015442208704,84070561
"49",2020-05-04,57161,9703,3894,188,389,11,143,NA,NA,NA,NA,NA,47458,16.974860481797,NA,NA,534,3441,0.134339622641509,0.201725316921782,3975,5809,6.69650542262007,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53320,9931,3894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.857142857143,3835,19011,61,NA,NA,NA,NA,3835,61,0.201725316921782,94148209
"50",2020-05-05,60569,10111,4081,207,407,18,152,NA,NA,NA,NA,NA,50458,16.6933579884099,NA,NA,408,3000,0.119718309859155,0.180034705485395,3408,6030,6.74958540630182,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56419,10421,4081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533.571428571429,3735,20746,71,NA,NA,NA,NA,3735,71,0.180034705485395,102232321
"51",2020-05-06,63171,10404,4174,219,414,7,150,NA,NA,NA,NA,NA,52767,16.4695825616185,NA,NA,293,2309,0.11260568793236,0.163094256663919,2602,6230,6.64526484751204,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59157,10803,4174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508.714285714286,3561,21834,71,NA,NA,NA,NA,3561,71,0.163094256663919,108243216
"52",2020-05-07,66427,11059,4525,231,417,3,151,NA,NA,NA,NA,NA,55368,16.6483508212022,NA,NA,655,2601,0.201167076167076,0.16473063973064,3256,6534,6.38200183654729,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61641,11113,4525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559.142857142857,3914,23760,69,NA,NA,NA,NA,3914,69,0.16473063973064,122301481
"53",2020-05-08,70261,11457,4785,243,407,-10,164,NA,NA,NA,NA,NA,58804,16.306343490699,NA,NA,398,3436,0.103808033385498,0.144843521971785,3834,6672,6.10011990407674,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64027,11445,4785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510.428571428571,3573,24668,73,NA,NA,NA,NA,3573,73,0.144843521971785,131262849
"54",2020-05-09,71476,11671,5102,252,402,-5,161,NA,NA,NA,NA,NA,59805,16.3285578375958,NA,NA,214,1001,0.176131687242798,0.139316750195411,1215,6569,6.11965291520779,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66660,11844,5102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.857142857143,3030,21749,77,NA,NA,NA,NA,3030,77,0.139316750195411,136212241
"55",2020-05-10,74174,11959,5496,265,413,11,157,NA,NA,NA,NA,NA,62215,16.1229002076199,NA,NA,288,2410,0.106745737583395,0.132933104631218,2698,6463,6.39022125947702,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70433,12289,5496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.571428571429,2790,20988,81,NA,NA,NA,NA,2790,81,0.132933104631218,143017681
"56",2020-05-11,77792,12373,5900,271,394,-19,152,NA,NA,NA,NA,NA,65419,15.9052344714109,NA,NA,414,3204,0.114427860696517,0.129416896902719,3618,6473,6.08682218445852,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71641,12491,5900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381.428571428571,2670,20631,83,NA,NA,NA,NA,2670,83,0.129416896902719,153091129
"57",2020-05-12,81288,12912,6046,289,385,-9,143,NA,NA,NA,NA,NA,68376,15.8842633599055,NA,NA,539,2957,0.154176201372998,0.135189922293547,3496,6866,5.60734051849694,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74325,12821,6046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.142857142857,2801,20719,82,NA,NA,NA,NA,2801,82,0.135189922293547,166719744
"58",2020-05-13,85719,13289,6166,306,388,3,133,NA,NA,NA,NA,NA,72430,15.5029806693965,NA,NA,377,4054,0.0850823741819002,0.127949263792798,4431,7123,5.44714305770041,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77935,13260,6166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412.142857142857,2885,22548,87,NA,NA,NA,NA,2885,87,0.127949263792798,176597521
"59",2020-05-14,89294,13675,6637,318,405,17,134,NA,NA,NA,NA,NA,75619,15.3145788070867,NA,NA,386,3189,0.107972027972028,0.114400664713342,3575,7038,5.75447570332481,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81385,13780,6637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.714285714286,2616,22867,87,NA,NA,NA,NA,2616,87,0.114400664713342,187005625
"60",2020-05-15,93556,14049,6986,336,387,-18,130,NA,NA,NA,NA,NA,79507,15.0166745051092,NA,NA,374,3888,0.0877522290004693,0.111268512556343,4262,7063,5.47925810562084,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85858,14176,6986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.285714285714,2592,23295,93,NA,NA,NA,NA,2592,93,0.111268512556343,197374401
"61",2020-05-16,96300,14328,7308,346,385,-2,128,NA,NA,NA,NA,NA,81972,14.8785046728972,NA,NA,279,2465,0.10167638483965,0.107033515952304,2744,7020,5.48433048433048,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89418,14537,7308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379.571428571429,2657,24824,94,NA,NA,NA,NA,2657,94,0.107033515952304,205291584
"62",2020-05-17,100241,14651,7691,351,374,-11,124,NA,NA,NA,NA,NA,85590,14.6157759798885,NA,NA,323,3618,0.0819588936818066,0.103272336670887,3941,6960,5.3735632183908,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93700,14965,7691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384.571428571429,2692,26067,86,NA,NA,NA,NA,2692,86,0.103272336670887,214651801
"63",2020-05-18,103148,14955,8146,355,382,8,121,NA,NA,NA,NA,NA,88193,14.4985845581107,NA,NA,304,2603,0.104575163398693,0.101829941631172,2907,6809,5.61022176531062,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96453,15227,8146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368.857142857143,2582,25356,84,NA,NA,NA,NA,2582,84,0.101829941631172,223652025
"64",2020-05-19,107196,15296,8366,367,383,1,126,NA,NA,NA,NA,NA,91900,14.2691891488488,NA,NA,341,3707,0.0842391304347826,0.0920179095260151,4048,6930,5.52669552669553,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100374,15546,8366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.571428571429,2384,25908,78,NA,NA,NA,NA,2384,78,0.0920179095260151,233967616
"65",2020-05-20,110213,15534,8519,383,381,-2,126,NA,NA,NA,NA,NA,94679,14.0945260540953,NA,NA,238,2779,0.0788863109048724,0.0916550992079693,3017,7015,5.4312188168211,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103265,15815,8519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.714285714286,2245,24494,77,NA,NA,NA,NA,2245,77,0.0916550992079693,241305156
"66",2020-05-21,115031,15954,8952,403,376,-5,125,NA,NA,NA,NA,NA,99077,13.8693047960984,NA,NA,420,4398,0.087173100871731,0.0885495590006605,4818,7002,5.36989431590974,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106564,16091,8952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.571428571429,2279,25737,85,NA,NA,NA,NA,2279,85,0.0885495590006605,254530116
"67",2020-05-22,119469,16415,9287,419,362,-14,123,NA,NA,NA,NA,NA,103054,13.7399660162887,NA,NA,461,3977,0.10387561964849,0.0913055223247019,4438,7128,5.07856341189675,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109427,16326,9287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338,2366,25913,83,NA,NA,NA,NA,2366,83,0.0913055223247019,269452225
"68",2020-05-23,122990,16767,9569,444,262,-100,109,NA,NA,NA,NA,NA,106223,13.6328156760712,NA,NA,352,3169,0.0999715989775632,0.0913825402772574,3521,7198,3.6398999722145,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114060,16709,9569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348.428571428571,2439,26690,98,NA,NA,NA,NA,2439,98,0.0913825402772574,281132289
"69",2020-05-24,132352,17557,10338,456,377,115,118,NA,NA,NA,NA,NA,114795,13.2653832205029,NA,NA,790,8572,0.0843836787011322,0.0904985830400797,9362,7219,5.2223299625987,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123410,17614,10338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.142857142857,2906,32111,105,NA,NA,NA,NA,2906,105,0.0904985830400797,308248249
"70",2020-05-25,134985,17659,10518,466,379,2,115,NA,NA,NA,NA,NA,117326,13.0821943178872,NA,NA,102,2531,0.038739080896316,0.0849326255614537,2633,7141,5.30737991877888,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126509,17899,10518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386.285714285714,2704,31837,111,NA,NA,NA,NA,2704,111,0.0849326255614537,311840281
"71",2020-05-26,139157,18273,10679,488,393,14,109,NA,NA,NA,NA,NA,120884,13.1312115093024,NA,NA,614,3558,0.147171620325983,0.0931447701886674,4172,7594,5.17513826705294,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131452,18289,10679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.285714285714,2977,31961,121,NA,NA,NA,NA,2977,121,0.0931447701886674,333902529
"72",2020-05-27,142321,18502,10905,500,383,-10,112,NA,NA,NA,NA,NA,123819,13.0001897119891,NA,NA,229,2935,0.0723767383059419,0.0924380216768407,3164,7597,5.04146373568514,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134069,18461,10905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424,2968,32108,117,NA,NA,NA,NA,2968,117,0.0924380216768407,342324004
"73",2020-05-28,146275,18792,11445,520,376,-7,117,NA,NA,NA,NA,NA,127483,12.8470346949239,NA,NA,290,3664,0.073343449671219,0.0908334400204839,3954,7347,5.11773512998503,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138465,19253,11445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405.428571428571,2838,31244,117,NA,NA,NA,NA,2838,117,0.0908334400204839,353139264
"74",2020-05-29,150110,19135,11872,527,368,-8,118,NA,NA,NA,NA,NA,130975,12.7473186330025,NA,NA,343,3492,0.0894393741851369,0.0887699487614634,3835,7263,5.06677681398871,7,69,NA,NA,59,NA,NA,6,NA,NA,4,NA,NA,NA,NA,NA,141631,19490,11872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.571428571429,2720,30641,108,NA,NA,NA,NA,2720,108,0.0887699487614634,366148225
"75",2020-05-30,156713,19551,12275,534,341,-27,116,NA,NA,NA,NA,NA,137162,12.4756720884675,NA,NA,416,6187,0.0630016659094351,0.082554932835157,6603,7276,4.6866410115448,7,70,NA,NA,59,NA,NA,6,NA,NA,5,NA,NA,NA,NA,NA,145207,19719,12275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.714285714286,2784,33723,90,NA,NA,NA,NA,2784,90,0.082554932835157,382241601
"76",2020-06-01,159292,19688,12784,538,339,-2,125,NA,NA,NA,NA,NA,139604,12.359691635487,NA,NA,137,2442,0.0531213648701047,0.079101707498144,2579,6904,4.91019698725377,4,70,NA,NA,59,NA,NA,6,NA,NA,5,NA,NA,NA,NA,NA,148979,20020,12784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.428571428571,2131,26940,82,NA,NA,NA,NA,2131,82,0.079101707498144,387617344
"77",2020-06-02,163969,19956,13025,560,327,-12,114,NA,NA,NA,NA,NA,144013,12.1705932218895,NA,NA,268,4409,0.0573016891169553,0.0792506210322937,4677,6931,4.71793392006925,22,69,NA,NA,59,NA,NA,6,NA,NA,4,NA,NA,NA,NA,NA,154204,20367,13025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.142857142857,2297,28984,94,NA,NA,NA,NA,2297,94,0.0792506210322937,398241936
"78",2020-06-03,167701,20157,13243,566,314,-13,116,NA,NA,NA,NA,NA,147544,12.0196063231585,NA,NA,201,3531,0.0538585209003215,0.0660033632286996,3732,6914,4.54150997975123,6,69,NA,NA,59,NA,NA,6,NA,NA,4,NA,NA,NA,NA,NA,158728,20633,13243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.142857142857,1884,28544,78,NA,NA,NA,NA,1884,78,0.0660033632286996,406304649
"79",2020-06-04,174127,20706,13650,579,310,-4,105,NA,NA,NA,NA,NA,153421,11.8913207027055,NA,NA,549,5877,0.0854341736694678,0.0692951015531661,6426,7056,4.39342403628118,13,70,NA,NA,61,NA,NA,6,NA,NA,3,NA,NA,NA,NA,NA,163773,20964,13650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314.857142857143,2204,31806,79,NA,NA,NA,NA,2204,79,0.0692951015531661,428738436
"80",2020-06-05,179816,21096,14027,591,299,-11,102,NA,NA,NA,NA,NA,158720,11.7319927036526,NA,NA,390,5299,0.0685533485674108,0.0686920485376107,5689,7069,4.22973546470505,12,71,NA,NA,61,NA,NA,6,NA,NA,4,NA,NA,NA,NA,NA,167899,21246,14027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329.142857142857,2304,33541,71,NA,NA,NA,NA,2304,71,0.0686920485376107,445041216
"81",2020-06-06,184554,21438,14398,597,288,-11,92,NA,NA,NA,NA,NA,163116,11.6161123573588,NA,NA,342,4396,0.0721823554242296,0.0668621530600395,4738,7040,4.09090909090909,6,71,NA,NA,61,NA,NA,6,NA,NA,4,NA,NA,NA,NA,NA,171630,21468,14398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,2303,34444,70,NA,NA,NA,NA,2303,70,0.0668621530600395,459587844
"82",2020-06-07,187939,21635,14733,604,269,-19,86,NA,NA,NA,NA,NA,166304,11.511713907172,NA,NA,197,3188,0.0581979320531758,0.0667392557484148,3385,6902,3.89742103738047,7,71,NA,NA,61,NA,NA,6,NA,NA,4,NA,NA,NA,NA,NA,178589,21857,14733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.714285714286,2084,31226,70,NA,NA,NA,NA,2084,70,0.0667392557484148,468073225
"83",2020-06-08,192950,21919,15165,606,265,-4,85,NA,NA,NA,NA,NA,171031,11.3599378077222,NA,NA,284,4727,0.0566753143085213,0.0662843900410007,5011,6754,3.92360082913829,2,74,NA,NA,61,NA,NA,6,NA,NA,7,NA,NA,NA,NA,NA,184105,22227,15165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318.714285714286,2231,33658,68,NA,NA,NA,NA,2231,68,0.0662843900410007,480442561
"84",2020-06-09,197340,22179,15352,622,255,-10,82,NA,NA,NA,NA,NA,175161,11.2389784128915,NA,NA,260,4130,0.0592255125284738,0.0666147253603428,4390,6827,3.73516918119232,16,74,NA,NA,63,NA,NA,6,NA,NA,5,NA,NA,NA,NA,NA,186560,22349,15352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.571428571429,2223,33371,62,NA,NA,NA,NA,2223,62,0.0666147253603428,491908041
"85",2020-06-10,202594,22454,15483,629,245,-10,73,NA,NA,NA,NA,NA,180140,11.083250244331,NA,NA,275,4979,0.052341073467834,0.0658298226005216,5254,6971,3.51456032133123,7,74,NA,NA,63,NA,NA,6,NA,NA,5,NA,NA,NA,NA,NA,191575,22615,15483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.142857142857,2297,34893,63,NA,NA,NA,NA,2297,63,0.0658298226005216,504182116
"86",2020-06-11,207057,22785,15906,638,242,-3,75,NA,NA,NA,NA,NA,184272,11.0042162303134,NA,NA,331,4132,0.0741653596235716,0.0631339204372912,4463,6879,3.51795319087077,9,74,NA,NA,64,NA,NA,6,NA,NA,4,NA,NA,NA,NA,NA,196354,22916,15906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,2079,32930,59,NA,NA,NA,NA,2079,59,0.0631339204372912,519156225
"87",2020-06-12,212827,23166,16256,641,225,-17,81,NA,NA,NA,NA,NA,189661,10.8848971230154,NA,NA,381,5389,0.0660311958405546,0.0627063706037382,5770,6910,3.2561505065123,3,74,NA,NA,65,NA,NA,6,NA,NA,3,NA,NA,NA,NA,NA,201690,23221,16256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.714285714286,2070,33011,50,NA,NA,NA,NA,2070,50,0.0627063706037382,536663556
"88",2020-06-13,218960,23551,16599,650,200,-25,76,NA,NA,NA,NA,NA,195409,10.7558458165875,NA,NA,385,5748,0.0627751508234143,0.0614137069115852,6133,6952,2.87686996547756,9,74,NA,NA,65,NA,NA,6,NA,NA,3,NA,NA,NA,NA,NA,206070,23472,16599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.857142857143,2113,34406,53,NA,NA,NA,NA,2113,53,0.0614137069115852,554649601
"89",2020-06-14,224663,23879,16913,651,203,3,77,NA,NA,NA,NA,NA,200784,10.6288084820375,NA,NA,328,5375,0.0575135893389444,0.0611044548524126,5703,6966,2.91415446454206,1,74,NA,NA,65,NA,NA,6,NA,NA,3,NA,NA,NA,NA,NA,211534,23802,16913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.571428571429,2244,36724,47,NA,NA,NA,NA,2244,47,0.0611044548524126,570206641
"90",2020-06-15,227409,24041,17270,653,197,-6,71,NA,NA,NA,NA,NA,203368,10.5717012079557,NA,NA,162,2584,0.0589949016751639,0.0615804289155228,2746,6771,2.90946684389307,2,74,NA,NA,66,NA,NA,6,NA,NA,2,NA,NA,NA,NA,NA,217163,24114,17270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.142857142857,2122,34459,47,NA,NA,NA,NA,2122,47,0.0615804289155228,577969681
